playerName,squadName,year,round,startingPositionCode,minutesPlayed,squadId,playerId,centrePassReceives,feeds,feedWithAttempt,deflections,deflectionWithGain,deflectionWithNoGain,gain,goalAssists,goalAttempts,goalMisses,goals,turnovers,generalPlayTurnovers,intercepts,obstructionPenalties,offsides,contactPenalties,penalties,netPoints,rebounds
S.Wallace,Swifts,2017,1,GS,61,806,1001944,0,6,n/a,0,n/a,n/a,0,3,37,3,34,9,n/a,0,0,0,3,3,n/a,2
H.Housby,Swifts,2017,1,GA,61,806,999128,20,13,n/a,1,n/a,n/a,1,7,22,3,19,6,n/a,1,0,0,0,0,n/a,0
P.Hadley,Swifts,2017,1,WA,61,806,80574,30,34,n/a,1,n/a,n/a,2,17,0,0,0,2,n/a,2,1,0,3,4,n/a,0
M.Proud,Swifts,2017,1,C,61,806,80439,0,33,n/a,2,n/a,n/a,2,17,0,0,0,2,n/a,2,1,0,10,11,n/a,0
A.McCulloch,Swifts,2017,1,WD,61,806,991904,2,0,n/a,2,n/a,n/a,2,0,0,0,0,0,n/a,1,1,2,5,6,n/a,0
M.Turner,Swifts,2017,1,GD,61,806,1003784,0,0,n/a,0,n/a,n/a,3,0,0,0,0,0,n/a,3,7,0,19,26,n/a,0
S.Klau,Swifts,2017,1,GK,61,806,998404,0,0,n/a,4,n/a,n/a,2,0,0,0,0,0,n/a,2,8,0,15,23,n/a,0
C.O'Brien,Swifts,2017,1,-,0,806,1001702,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Sommerville,Swifts,2017,1,-,0,806,1001557,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
L.Moore,Swifts,2017,1,-,0,806,1001803,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
J.Harten,GIANTS,2017,1,GS,61,8118,80150,11,15,n/a,1,n/a,n/a,1,6,28,1,27,2,n/a,0,0,0,0,0,n/a,4
S.Pettitt,GIANTS,2017,1,GA,37,8118,80072,10,6,n/a,0,n/a,n/a,0,1,12,1,11,2,n/a,0,0,0,1,1,n/a,0
K.Green,GIANTS,2017,1,WA,61,8118,80069,26,35,n/a,2,n/a,n/a,0,10,0,0,0,2,n/a,0,2,0,2,4,n/a,0
S.Guthrie,GIANTS,2017,1,C,61,8118,80535,0,24,n/a,2,n/a,n/a,1,9,0,0,0,3,n/a,1,2,0,7,9,n/a,0
J.Price,GIANTS,2017,1,WD,61,8118,80701,0,0,n/a,1,n/a,n/a,1,0,0,0,0,0,n/a,1,0,0,6,6,n/a,0
B.Bulley,GIANTS,2017,1,GD,61,8118,80068,7,0,n/a,5,n/a,n/a,4,0,0,0,0,0,n/a,2,2,0,7,9,n/a,2
S.Poolman,GIANTS,2017,1,GK,61,8118,991899,0,0,n/a,3,n/a,n/a,1,0,0,0,0,0,n/a,1,2,0,6,8,n/a,0
T.Anderson,GIANTS,2017,1,-,0,8118,1004484,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Brice,GIANTS,2017,1,-,25,8118,999823,0,1,n/a,0,n/a,n/a,0,0,22,2,20,3,n/a,0,1,0,0,1,n/a,0
T.Davies,GIANTS,2017,1,-,0,8118,996140,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.Kumwenda,Vixens,2017,1,GS,61,804,80540,0,8,n/a,0,n/a,n/a,0,3,30,1,29,9,n/a,0,0,0,3,3,n/a,2
T.Philip,Vixens,2017,1,GA,61,804,80293,22,15,n/a,0,n/a,n/a,1,5,36,7,29,11,n/a,0,0,0,3,3,n/a,1
L.Watson,Vixens,2017,1,WA,61,804,994224,24,32,n/a,0,n/a,n/a,0,15,0,0,0,2,n/a,0,0,0,3,3,n/a,0
K.Moloney,Vixens,2017,1,C,61,804,991901,0,22,n/a,1,n/a,n/a,0,13,0,0,0,0,n/a,0,4,0,6,10,n/a,0
C.Watson,Vixens,2017,1,WD,61,804,994226,1,0,n/a,0,n/a,n/a,1,0,0,0,0,1,n/a,1,1,0,10,11,n/a,0
J.Weston,Vixens,2017,1,GD,61,804,80577,1,0,n/a,4,n/a,n/a,4,0,0,0,0,0,n/a,2,1,0,13,14,n/a,2
E.Mannix,Vixens,2017,1,GK,61,804,994213,0,0,n/a,4,n/a,n/a,3,0,0,0,0,2,n/a,2,5,0,11,16,n/a,1
K.Dehaney,Vixens,2017,1,-,0,804,1001920,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
E.Ryde,Vixens,2017,1,-,0,804,1001717,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Watts,Vixens,2017,1,-,0,804,80572,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Thwaites,Magpies,2017,1,GS,61,8119,80052,0,3,n/a,0,n/a,n/a,0,1,48,1,47,5,n/a,0,1,0,2,3,n/a,0
A.Teague-Neeld,Magpies,2017,1,GA,44,8119,994215,15,12,n/a,2,n/a,n/a,1,7,5,2,3,9,n/a,0,0,0,2,2,n/a,0
M.Robinson,Magpies,2017,1,WA,61,8119,80041,21,29,n/a,0,n/a,n/a,0,13,0,0,0,5,n/a,0,0,0,6,6,n/a,0
K.Ravaillion,Magpies,2017,1,C,31,8119,80833,0,19,n/a,0,n/a,n/a,0,9,0,0,0,1,n/a,0,3,0,5,8,n/a,0
A.Brazill,Magpies,2017,1,WD,61,8119,80299,10,0,n/a,2,n/a,n/a,0,0,0,0,0,0,n/a,0,1,0,10,11,n/a,0
A.Brandley,Magpies,2017,1,GD,61,8119,80470,2,0,n/a,2,n/a,n/a,0,0,0,0,0,1,n/a,0,1,0,11,12,n/a,0
S.Layton,Magpies,2017,1,GK,61,8119,80048,0,0,n/a,2,n/a,n/a,6,0,0,0,0,1,n/a,2,2,0,24,26,n/a,4
S.Brown,Magpies,2017,1,-,31,8119,80152,0,17,n/a,1,n/a,n/a,0,8,0,0,0,1,n/a,0,0,0,7,7,n/a,0
S.Gooden,Magpies,2017,1,-,18,8119,1001712,2,0,n/a,0,n/a,n/a,0,0,7,2,5,1,n/a,0,0,0,2,2,n/a,0
M.Wilson,Magpies,2017,1,-,0,8119,80474,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
R.Aiken,Firebirds,2017,1,GS,61,807,80078,0,7,n/a,1,n/a,n/a,0,3,52,12,40,7,n/a,0,0,0,2,2,n/a,8
G.Tippett,Firebirds,2017,1,GA,61,807,993463,11,20,n/a,1,n/a,n/a,4,2,24,8,16,3,n/a,3,1,0,2,3,n/a,2
C.Nevins,Firebirds,2017,1,WA,61,807,992954,15,42,n/a,0,n/a,n/a,0,9,0,0,0,3,n/a,0,2,2,9,11,n/a,0
K.Oxenford,Firebirds,2017,1,C,24,807,1004463,0,6,n/a,0,n/a,n/a,0,2,0,0,0,0,n/a,0,1,0,3,4,n/a,0
G.Simpson,Firebirds,2017,1,WD,61,807,991905,2,1,n/a,3,n/a,n/a,4,0,0,0,0,1,n/a,3,1,1,5,6,n/a,0
K.Shimmin,Firebirds,2017,1,GD,31,807,80440,3,0,n/a,3,n/a,n/a,2,0,0,0,0,0,n/a,1,4,0,8,12,n/a,0
L.Clemesha,Firebirds,2017,1,GK,61,807,991903,0,0,n/a,9,n/a,n/a,3,0,0,0,0,1,n/a,0,4,0,15,19,n/a,0
K.Jenner,Firebirds,2017,1,-,31,807,1007219,0,0,n/a,4,n/a,n/a,0,0,0,0,0,0,n/a,0,1,0,6,7,n/a,0
A.Latu-Meafou,Firebirds,2017,1,-,0,807,1004465,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
J.Mi Mi,Firebirds,2017,1,-,38,807,1007220,24,14,n/a,1,n/a,n/a,1,7,0,0,0,0,n/a,0,0,0,1,1,n/a,0
C.Bassett,Lightning,2017,1,GS,61,8117,80113,0,1,n/a,1,n/a,n/a,0,0,51,3,48,3,n/a,0,0,0,3,3,n/a,3
C.Koenen,Lightning,2017,1,GA,61,8117,1001357,22,29,n/a,3,n/a,n/a,1,14,16,8,8,2,n/a,1,2,0,1,3,n/a,2
L.Scherian,Lightning,2017,1,WA,61,8117,80296,19,33,n/a,0,n/a,n/a,0,11,0,0,0,3,n/a,0,0,0,2,2,n/a,0
L.Langman,Lightning,2017,1,C,61,8117,80105,0,34,n/a,0,n/a,n/a,3,10,0,0,0,2,n/a,3,1,0,11,12,n/a,0
M.McAuliffe,Lightning,2017,1,WD,61,8117,998401,5,0,n/a,1,n/a,n/a,3,0,0,0,0,1,n/a,3,3,0,5,8,n/a,0
E.Mikaere,Lightning,2017,1,GD,58,8117,80393,5,0,n/a,3,n/a,n/a,1,0,0,0,0,2,n/a,0,10,0,15,25,n/a,0
G.Mentor,Lightning,2017,1,GK,61,8117,80010,0,0,n/a,3,n/a,n/a,6,0,0,0,0,0,n/a,2,3,0,16,19,n/a,3
K.Browne,Lightning,2017,1,-,0,8117,80575,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.Lutua,Lightning,2017,1,-,0,8117,1001916,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Mostert,Lightning,2017,1,-,4,8117,80559,1,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,2,0,2,4,n/a,0
K.Bailey,Thunderbirds,2017,1,GS,61,801,80570,0,4,n/a,1,n/a,n/a,0,2,42,5,37,6,n/a,0,1,0,0,1,n/a,5
E.Bell,Thunderbirds,2017,1,GA,61,801,80067,14,12,n/a,0,n/a,n/a,0,6,28,9,19,3,n/a,0,2,0,5,7,n/a,0
C.Pitman,Thunderbirds,2017,1,WA,61,801,80301,18,37,n/a,2,n/a,n/a,1,19,0,0,0,3,n/a,1,0,0,2,2,n/a,0
J.Clarke,Thunderbirds,2017,1,C,61,801,80146,4,12,n/a,3,n/a,n/a,0,4,0,0,0,2,n/a,0,1,1,7,8,n/a,0
E.Burgess,Thunderbirds,2017,1,WD,43,801,1001709,5,0,n/a,1,n/a,n/a,2,0,0,0,0,2,n/a,2,0,0,3,3,n/a,0
A.Agbeze,Thunderbirds,2017,1,GD,41,801,80127,5,0,n/a,3,n/a,n/a,6,0,0,0,0,2,n/a,3,3,0,7,10,n/a,3
F.Themann,Thunderbirds,2017,1,GK,55,801,994232,0,0,n/a,2,n/a,n/a,1,0,0,0,0,0,n/a,0,0,0,13,13,n/a,0
M.Kelly,Thunderbirds,2017,1,-,28,801,80353,0,0,n/a,2,n/a,n/a,1,0,0,0,0,0,n/a,0,0,0,4,4,n/a,0
J.Cook,Thunderbirds,2017,1,-,0,801,1001710,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
G.Abernethy,Thunderbirds,2017,1,-,19,801,995700,0,8,n/a,0,n/a,n/a,0,2,0,0,0,1,n/a,0,1,0,1,2,n/a,0
K.Beveridge,Fever,2017,1,GS,61,810,80003,0,10,n/a,1,n/a,n/a,1,6,36,4,32,7,n/a,1,1,0,0,1,n/a,0
N.Medhurst,Fever,2017,1,GA,61,810,80009,15,24,n/a,0,n/a,n/a,1,13,20,1,19,3,n/a,1,0,0,0,0,n/a,1
V.Charles,Fever,2017,1,WA,61,810,80473,15,33,n/a,1,n/a,n/a,0,14,0,0,0,5,n/a,0,0,0,6,6,n/a,0
I.Colyer,Fever,2017,1,C,61,810,993360,0,9,n/a,2,n/a,n/a,2,5,0,0,0,2,n/a,1,1,0,16,17,n/a,0
S.Eagland,Fever,2017,1,WD,31,810,80452,2,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,5,5,n/a,0
S.Francis,Fever,2017,1,GD,61,810,80534,13,2,n/a,4,n/a,n/a,2,1,0,0,0,2,n/a,2,2,0,8,10,n/a,0
C.Bruce,Fever,2017,1,GK,61,810,80343,0,0,n/a,8,n/a,n/a,6,0,0,0,0,1,n/a,3,5,0,13,18,n/a,3
J.Anstiss,Fever,2017,1,-,31,810,998408,3,0,n/a,1,n/a,n/a,1,0,0,0,0,0,n/a,1,1,0,6,7,n/a,0
A.Lee-Jones,Fever,2017,1,-,0,810,997815,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Stanton,Fever,2017,1,-,0,810,995218,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Bailey,Thunderbirds,2017,2,GS,46,801,80570,3,2,n/a,0,n/a,n/a,0,1,21,2,19,2,n/a,0,0,0,1,1,n/a,2
E.Bell,Thunderbirds,2017,2,GA,61,801,80067,20,13,n/a,0,n/a,n/a,0,7,26,9,17,8,n/a,0,0,0,3,3,n/a,2
C.Pitman,Thunderbirds,2017,2,WA,46,801,80301,15,23,n/a,1,n/a,n/a,0,6,0,0,0,3,n/a,0,0,0,0,0,n/a,0
G.Abernethy,Thunderbirds,2017,2,C,31,801,995700,2,13,n/a,2,n/a,n/a,1,3,0,0,0,0,n/a,0,0,0,5,5,n/a,0
J.Clarke,Thunderbirds,2017,2,WD,61,801,80146,1,16,n/a,6,n/a,n/a,2,5,0,0,0,4,n/a,1,3,0,10,13,n/a,0
A.Agbeze,Thunderbirds,2017,2,GD,61,801,80127,5,1,n/a,3,n/a,n/a,1,0,0,0,0,2,n/a,0,1,0,5,6,n/a,0
F.Themann,Thunderbirds,2017,2,GK,61,801,994232,3,0,n/a,5,n/a,n/a,5,0,0,0,0,2,n/a,2,4,1,13,17,n/a,1
M.Kelly,Thunderbirds,2017,2,-,46,801,80353,0,0,n/a,5,n/a,n/a,7,0,0,0,0,1,n/a,3,2,0,6,8,n/a,3
J.Cook,Thunderbirds,2017,2,-,16,801,1001710,0,0,n/a,0,n/a,n/a,0,0,10,2,8,3,n/a,0,0,0,2,2,n/a,0
E.Burgess,Thunderbirds,2017,2,-,0,801,1001709,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
S.Wallace,Swifts,2017,2,GS,61,806,1001944,0,3,n/a,2,n/a,n/a,0,2,42,7,35,6,n/a,0,1,0,0,1,n/a,2
H.Housby,Swifts,2017,2,GA,61,806,999128,23,15,n/a,2,n/a,n/a,3,6,22,3,19,5,n/a,2,1,0,2,3,n/a,1
P.Hadley,Swifts,2017,2,WA,61,806,80574,16,32,n/a,3,n/a,n/a,4,12,0,0,0,3,n/a,2,0,0,4,4,n/a,0
M.Proud,Swifts,2017,2,C,61,806,80439,0,40,n/a,4,n/a,n/a,1,16,0,0,0,4,n/a,0,0,0,12,12,n/a,0
A.McCulloch,Swifts,2017,2,WD,61,806,991904,7,1,n/a,4,n/a,n/a,2,1,0,0,0,0,n/a,1,0,0,8,8,n/a,0
M.Turner,Swifts,2017,2,GD,61,806,1003784,0,0,n/a,4,n/a,n/a,2,0,0,0,0,3,n/a,2,6,0,7,13,n/a,0
S.Klau,Swifts,2017,2,GK,61,806,998404,0,0,n/a,6,n/a,n/a,4,0,0,0,0,0,n/a,1,5,0,9,14,n/a,2
C.O'Brien,Swifts,2017,2,-,0,806,1001702,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Sommerville,Swifts,2017,2,-,0,806,1001557,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
L.Moore,Swifts,2017,2,-,0,806,1001803,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Beveridge,Fever,2017,2,GS,46,810,80003,0,3,n/a,0,n/a,n/a,0,2,26,2,24,6,n/a,0,0,0,2,2,n/a,3
N.Medhurst,Fever,2017,2,GA,61,810,80009,25,25,n/a,0,n/a,n/a,1,12,22,7,15,8,n/a,1,0,0,1,1,n/a,1
V.Charles,Fever,2017,2,WA,61,810,80473,11,24,n/a,1,n/a,n/a,1,10,0,0,0,2,n/a,0,2,1,3,5,n/a,0
I.Colyer,Fever,2017,2,C,39,810,993360,8,21,n/a,0,n/a,n/a,1,7,0,0,0,4,n/a,1,0,0,6,6,n/a,0
S.Eagland,Fever,2017,2,WD,46,810,80452,0,0,n/a,2,n/a,n/a,2,0,0,0,0,2,n/a,1,1,0,11,12,n/a,1
S.Francis,Fever,2017,2,GD,52,810,80534,4,1,n/a,7,n/a,n/a,4,1,0,0,0,2,n/a,1,1,0,3,4,n/a,2
C.Bruce,Fever,2017,2,GK,61,810,80343,1,0,n/a,1,n/a,n/a,4,0,0,0,0,1,n/a,3,7,0,12,19,n/a,1
J.Anstiss,Fever,2017,2,-,46,810,998408,6,8,n/a,4,n/a,n/a,2,5,0,0,0,3,n/a,1,1,0,7,8,n/a,0
A.Lee-Jones,Fever,2017,2,-,0,810,997815,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Stanton,Fever,2017,2,-,16,810,995218,0,1,n/a,0,n/a,n/a,0,0,16,4,12,1,n/a,0,0,0,1,1,n/a,5
J.Harten,GIANTS,2017,2,GS,46,8118,80150,6,7,n/a,1,n/a,n/a,1,4,34,5,29,5,n/a,1,0,0,0,0,n/a,2
S.Pettitt,GIANTS,2017,2,GA,46,8118,80072,16,12,n/a,0,n/a,n/a,0,9,21,6,15,3,n/a,0,0,0,0,0,n/a,1
K.Green,GIANTS,2017,2,WA,61,8118,80069,17,44,n/a,3,n/a,n/a,1,23,0,0,0,2,n/a,1,3,0,3,6,n/a,0
S.Guthrie,GIANTS,2017,2,C,52,8118,80535,0,25,n/a,2,n/a,n/a,2,8,0,0,0,1,n/a,2,2,0,2,4,n/a,0
J.Price,GIANTS,2017,2,WD,61,8118,80701,5,0,n/a,3,n/a,n/a,1,0,0,0,0,2,n/a,1,3,0,7,10,n/a,0
B.Bulley,GIANTS,2017,2,GD,61,8118,80068,11,0,n/a,3,n/a,n/a,3,0,0,0,0,0,n/a,1,3,0,6,9,n/a,1
S.Poolman,GIANTS,2017,2,GK,52,8118,991899,0,0,n/a,3,n/a,n/a,2,0,0,0,0,0,n/a,0,2,0,10,12,n/a,2
T.Anderson,GIANTS,2017,2,-,9,8118,1004484,0,0,n/a,0,n/a,n/a,0,0,0,0,0,1,n/a,0,3,0,1,4,n/a,0
K.Brice,GIANTS,2017,2,-,31,8118,999823,0,2,n/a,0,n/a,n/a,0,1,24,2,22,2,n/a,0,1,0,0,1,n/a,2
T.Davies,GIANTS,2017,2,-,9,8118,996140,0,4,n/a,1,n/a,n/a,0,3,0,0,0,0,n/a,0,0,0,2,2,n/a,0
R.Aiken,Firebirds,2017,2,GS,61,807,80078,0,2,n/a,0,n/a,n/a,0,0,52,11,41,10,n/a,0,0,0,3,3,n/a,6
G.Tippett,Firebirds,2017,2,GA,61,807,993463,20,23,n/a,2,n/a,n/a,1,13,10,1,9,6,n/a,0,0,0,12,12,n/a,0
J.Mi Mi,Firebirds,2017,2,WA,61,807,1007220,11,18,n/a,3,n/a,n/a,2,3,0,0,0,3,n/a,1,3,1,1,4,n/a,0
C.Nevins,Firebirds,2017,2,C,61,807,992954,0,34,n/a,1,n/a,n/a,0,7,0,0,0,1,n/a,0,1,1,8,9,n/a,0
G.Simpson,Firebirds,2017,2,WD,61,807,991905,8,1,n/a,3,n/a,n/a,3,0,0,0,0,0,n/a,0,0,1,12,12,n/a,0
K.Shimmin,Firebirds,2017,2,GD,61,807,80440,10,0,n/a,8,n/a,n/a,6,0,0,0,0,0,n/a,0,14,0,9,23,n/a,2
L.Clemesha,Firebirds,2017,2,GK,61,807,991903,0,0,n/a,1,n/a,n/a,5,0,0,0,0,2,n/a,0,12,0,8,20,n/a,4
K.Jenner,Firebirds,2017,2,-,0,807,1007219,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Latu-Meafou,Firebirds,2017,2,-,0,807,1004465,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Oxenford,Firebirds,2017,2,-,0,807,1004463,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Thwaites,Magpies,2017,2,GS,61,8119,80052,0,3,n/a,0,n/a,n/a,1,1,40,8,32,7,n/a,0,0,0,4,4,n/a,3
A.Teague-Neeld,Magpies,2017,2,GA,61,8119,994215,24,2,n/a,1,n/a,n/a,1,1,31,9,22,7,n/a,1,3,0,4,7,n/a,1
M.Robinson,Magpies,2017,2,WA,61,8119,80041,19,46,n/a,1,n/a,n/a,0,17,0,0,0,2,n/a,0,1,0,4,5,n/a,0
K.Ravaillion,Magpies,2017,2,C,61,8119,80833,0,26,n/a,0,n/a,n/a,0,10,0,0,0,2,n/a,0,6,1,8,15,n/a,0
A.Brazill,Magpies,2017,2,WD,61,8119,80299,8,0,n/a,2,n/a,n/a,2,0,0,0,0,2,n/a,1,0,0,12,12,n/a,0
A.Brandley,Magpies,2017,2,GD,61,8119,80470,0,0,n/a,4,n/a,n/a,4,0,0,0,0,1,n/a,0,9,0,7,16,n/a,1
S.Layton,Magpies,2017,2,GK,61,8119,80048,0,0,n/a,9,n/a,n/a,7,0,0,0,0,1,n/a,4,7,0,15,22,n/a,1
S.Gooden,Magpies,2017,2,-,0,8119,1001712,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
S.Brown,Magpies,2017,2,-,0,8119,80152,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.Wilson,Magpies,2017,2,-,0,8119,80474,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.Kumwenda,Vixens,2017,2,GS,61,804,80540,0,4,n/a,0,n/a,n/a,0,1,36,8,28,2,n/a,0,0,1,1,1,n/a,4
T.Philip,Vixens,2017,2,GA,61,804,80293,29,17,n/a,0,n/a,n/a,0,7,30,6,24,6,n/a,0,0,0,5,5,n/a,1
L.Watson,Vixens,2017,2,WA,61,804,994224,17,29,n/a,0,n/a,n/a,0,8,0,0,0,9,n/a,0,2,1,7,9,n/a,0
K.Moloney,Vixens,2017,2,C,61,804,991901,6,27,n/a,0,n/a,n/a,1,11,0,0,0,2,n/a,1,0,0,9,9,n/a,0
C.Watson,Vixens,2017,2,WD,61,804,994226,1,0,n/a,3,n/a,n/a,1,0,0,0,0,2,n/a,1,3,1,5,8,n/a,0
J.Weston,Vixens,2017,2,GD,51,804,80577,0,0,n/a,2,n/a,n/a,5,0,0,0,0,3,n/a,5,5,0,13,18,n/a,0
E.Mannix,Vixens,2017,2,GK,50,804,994213,0,0,n/a,1,n/a,n/a,6,0,0,0,0,0,n/a,4,5,0,16,21,n/a,1
K.Dehaney,Vixens,2017,2,-,21,804,1001920,0,0,n/a,0,n/a,n/a,2,0,0,0,0,0,n/a,2,1,0,8,9,n/a,0
E.Ryde,Vixens,2017,2,-,0,804,1001717,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Watts,Vixens,2017,2,-,0,804,80572,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Bassett,Lightning,2017,2,GS,61,8117,80113,0,4,n/a,1,n/a,n/a,1,0,53,3,50,6,n/a,1,0,0,1,1,n/a,2
C.Koenen,Lightning,2017,2,GA,61,8117,1001357,19,32,n/a,1,n/a,n/a,0,15,13,5,8,6,n/a,0,1,0,1,2,n/a,0
L.Scherian,Lightning,2017,2,WA,11,8117,80296,4,3,n/a,0,n/a,n/a,0,1,0,0,0,0,n/a,0,0,0,0,0,n/a,0
L.Langman,Lightning,2017,2,C,61,8117,80105,0,19,n/a,1,n/a,n/a,0,5,0,0,0,1,n/a,0,0,0,6,6,n/a,0
M.McAuliffe,Lightning,2017,2,WD,61,8117,998401,7,0,n/a,2,n/a,n/a,0,0,0,0,0,1,n/a,0,2,1,9,11,n/a,0
K.Mostert,Lightning,2017,2,GD,61,8117,80559,1,0,n/a,2,n/a,n/a,6,0,0,0,0,0,n/a,3,5,0,21,26,n/a,3
G.Mentor,Lightning,2017,2,GK,61,8117,80010,0,0,n/a,5,n/a,n/a,5,0,0,0,0,0,n/a,2,2,0,10,12,n/a,2
E.Mikaere,Lightning,2017,2,-,0,8117,80393,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Browne,Lightning,2017,2,-,50,8117,80575,21,28,n/a,0,n/a,n/a,0,10,0,0,0,1,n/a,0,1,0,5,6,n/a,0
M.Lutua,Lightning,2017,2,-,0,8117,1001916,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
R.Aiken,Firebirds,2017,3,GS,62,807,80078,0,3,n/a,0,n/a,n/a,0,1,53,9,44,7,n/a,0,2,0,1,3,n/a,4
G.Tippett,Firebirds,2017,3,GA,62,807,993463,13,30,n/a,2,n/a,n/a,1,17,22,6,16,8,n/a,0,0,1,3,3,n/a,0
C.Nevins,Firebirds,2017,3,WA,62,807,992954,18,28,n/a,0,n/a,n/a,0,6,0,0,0,2,n/a,0,0,0,2,2,n/a,0
E.Burger,Firebirds,2017,3,C,62,807,80552,0,25,n/a,2,n/a,n/a,3,10,0,0,0,2,n/a,2,3,0,5,8,n/a,0
G.Simpson,Firebirds,2017,3,WD,62,807,991905,11,0,n/a,1,n/a,n/a,2,0,0,0,0,0,n/a,1,0,0,6,6,n/a,0
K.Shimmin,Firebirds,2017,3,GD,62,807,80440,5,0,n/a,0,n/a,n/a,1,0,0,0,0,1,n/a,0,5,0,4,9,n/a,1
L.Clemesha,Firebirds,2017,3,GK,62,807,991903,0,0,n/a,4,n/a,n/a,5,0,0,0,0,2,n/a,1,11,0,11,22,n/a,3
K.Jenner,Firebirds,2017,3,-,0,807,1007219,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Latu-Meafou,Firebirds,2017,3,-,0,807,1004465,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Oxenford,Firebirds,2017,3,-,0,807,1004463,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Beveridge,Fever,2017,3,GS,16,810,80003,0,1,n/a,0,n/a,n/a,0,1,7,2,5,4,n/a,0,0,0,0,0,n/a,1
N.Medhurst,Fever,2017,3,GA,62,810,80009,27,11,n/a,0,n/a,n/a,0,7,16,2,14,3,n/a,0,0,0,4,4,n/a,1
I.Colyer,Fever,2017,3,WA,31,810,993360,10,13,n/a,0,n/a,n/a,0,2,0,0,0,2,n/a,0,1,0,3,4,n/a,0
V.Charles,Fever,2017,3,C,62,810,80473,0,27,n/a,1,n/a,n/a,1,12,0,0,0,1,n/a,1,2,0,12,14,n/a,0
S.Eagland,Fever,2017,3,WD,62,810,80452,0,0,n/a,0,n/a,n/a,1,0,0,0,0,2,n/a,1,4,0,12,16,n/a,0
S.Francis,Fever,2017,3,GD,62,810,80534,6,0,n/a,1,n/a,n/a,2,0,0,0,0,3,n/a,2,3,0,22,25,n/a,0
C.Bruce,Fever,2017,3,GK,62,810,80343,0,0,n/a,3,n/a,n/a,5,0,0,0,0,1,n/a,2,3,0,16,19,n/a,3
