matchNo,team,opponent,matchType,surname,givenNames,courtPosition_Q1,courtPosition_Q2,courtPosition_Q3,courtPosition_Q4,minutesPlayed,goalsScored,goalsAttempted,goalsMissed,shootingPer,goalAssists,feeds,centrePassReceives,gains,intercepts,deflections,attackingRebounds,defensiveRebounds,totalRebounds,pickups,contactPenalties,obstructionPenalties,totalPenalties,offsides,badHands,footwork,otherError,totalErrors
9,Northern Ireland,Malawi,Pool,COOPER,Niamh,WD,WD,C,C,60.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0
9,Northern Ireland,Malawi,Pool,CROSBIE,Ciara,GS,GS,GA,GA,53.0,18.0,22.0,4.0,81.81818181818183,1.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
9,Northern Ireland,Malawi,Pool,DRAYNE,Michelle,WA,WA,C,I,43.0,0.0,0.0,0.0,0.0,10.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0
9,Northern Ireland,Malawi,Pool,KEENAN,Frances,I,I,I,WD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Northern Ireland,Malawi,Pool,MAGEE,Emma,GA,GA,GS,GS,58.0,22.0,27.0,5.0,81.48148148148148,5.0,10.0,9.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
9,Northern Ireland,Malawi,Pool,MAGEE,Michelle,GK,GK,GK,GD,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
9,Northern Ireland,Malawi,Pool,MCCANN,Maria,I,I,I,GD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
9,Northern Ireland,Malawi,Pool,MCDONALD,Olivia,I,I,GD,GK,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0
9,Northern Ireland,Malawi,Pool,MCGRATH,Georgie,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Northern Ireland,Malawi,Pool,O'HANLON,Caroline,C,C,WA,WA,60.0,0.0,0.0,0.0,0.0,14.0,30.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,11.0,0.0,1.0,0.0,0.0,1.0
9,Northern Ireland,Malawi,Pool,TONER,Fionnuala,GD,GD,WD,WD,60.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,5.0,0.0,0.0,1.0,1.0,1.0,11.0,6.0,17.0,0.0,0.0,0.0,1.0,1.0
10,South Africa,Barbados,Pool,CHAWANE,Khanyisa,C,C,WA,C,52.0,0.0,0.0,0.0,0.0,33.0,41.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,GRIESEL,Izette,WA,WA,C,C,53.0,0.0,0.0,0.0,0.0,27.0,38.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,MAWENI,Phumza,GK,GK,GK,I,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,8.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,MDAU,Tshina,WD,WD,WD,WD,45.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0
10,South Africa,Barbados,Pool,MSOMI,Bongiwe,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,RADEMAN,Lefebre,GA,GA,GA,WA,45.0,12.0,16.0,4.0,75.0,15.0,19.0,12.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,SMITH,Nicola,I,GD,GK,GK,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,2.0,2.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,TALJAARD,Nichole,I,I,GA,GA,30.0,18.0,20.0,2.0,90.0,15.0,15.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
10,South Africa,Barbados,Pool,VAN DER BERG,Elmere,I,GS,GS,GS,45.0,47.0,49.0,2.0,95.91836734693877,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,VAN DER MERWE,Shadine,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,VENTER,Ine-Mari,GS,GS,I,I,15.0,14.0,16.0,2.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,South Africa,Barbados,Pool,VIMBELA,Zanele,GD,WD,GD,GD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,7.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,AGARD,Faye Yvette,GK,GK,GK,GK,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,AZORE-BRUCE,Shonette Teshome Rashan,GK,I,I,I,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,BLACKMAN,Latonia Natasha Carolann,GA,GA,GA,GA,60.0,21.0,24.0,3.0,87.5,6.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
10,Barbados,South Africa,Pool,BOBB,Vanessa Naomi,WD,WD,I,I,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,BROWNE,Samantha Terri-ann Olivia,WA,WD,WD,WD,37.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
10,Barbados,South Africa,Pool,HOLDER,Brianna Makala,WA,WA,WA,WA,50.0,0.0,0.0,0.0,0.0,13.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0
10,Barbados,South Africa,Pool,KIRTON,Zakiya Winet,I,I,I,WD,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,ROCK-YAW,Tonisha Claradine,C,C,C,GK,51.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,11.0,0.0,1.0,0.0,0.0,1.0
10,Barbados,South Africa,Pool,SHEPHERD,Stephian Onesia Briana,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,SMITH,Sabreena Natasha,I,I,C,C,24.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
10,Barbados,South Africa,Pool,STOUTE,Akeena Kelicia,GD,GD,GD,GD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,5.0,11.0,16.0,0.0,1.0,0.0,1.0,2.0
10,Barbados,South Africa,Pool,WHARTON,Shonica Deandra,GS,GS,GS,GS,60.0,15.0,21.0,6.0,71.42857142857143,4.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
11,Scotland,Wales,Pool,BARRIE,Emma,I,I,GS,GS,20.0,15.0,22.0,7.0,68.18181818181817,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
11,Scotland,Wales,Pool,BOYLE,Kelly,I,C,C,C,19.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0
11,Scotland,Wales,Pool,CHRISTIAN,Iona,WA,WA,WA,WA,60.0,0.0,0.0,0.0,0.0,16.0,34.0,19.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
11,Scotland,Wales,Pool,CONWAY,Rachel Olive,I,GK,GK,GK,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
11,Scotland,Wales,Pool,GOODWIN,Beth,GS,GS,GA,GA,60.0,20.0,27.0,7.0,74.07407407407408,2.0,5.0,6.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0
11,Scotland,Wales,Pool,LEIGHTON,Hannah,C,C,I,C,41.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0
11,Scotland,Wales,Pool,LOVE,Emma,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Scotland,Wales,Pool,MACPHAIL,Sarah,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Scotland,Wales,Pool,MAXWELL,Claire,WD,WD,WD,WD,60.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,10.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0
11,Scotland,Wales,Pool,MCCALL,Niamh,GA,GA,GA,I,40.0,7.0,13.0,6.0,53.84615384615385,3.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
11,Scotland,Wales,Pool,NICHOLL,Emily,GD,GD,GD,GD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,15.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0
11,Scotland,Wales,Pool,TAIT,Lauren,GK,GK,I,I,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0
11,Wales,Scotland,Pool,CREAK,Betsy,GA,GA,GA,GA,60.0,12.0,16.0,4.0,75.0,13.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,1.0,9.0,0.0,1.0,0.0,1.0,2.0
11,Wales,Scotland,Pool,DRANE,Suzy,C,C,C,C,60.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0
11,Wales,Scotland,Pool,DYKE,Bethan,WA,WA,WA,WA,60.0,0.0,0.0,0.0,0.0,17.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0
11,Wales,Scotland,Pool,JONES,Clare,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wales,Scotland,Pool,JONES,Nia,WD,WD,WD,WD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,15.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0
11,Wales,Scotland,Pool,O'DWYER,Shona,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wales,Scotland,Pool,POWELL-DAVIES,Ella,GD,GD,GD,GD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,1.0,14.0,0.0,1.0,0.0,1.0,2.0
11,Wales,Scotland,Pool,ROBERTS,Eleanor,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wales,Scotland,Pool,ROWE,Georgia,GS,GS,GS,GS,60.0,36.0,38.0,2.0,94.73684210526315,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,1.0,6.0
11,Wales,Scotland,Pool,SHAW,Christina,GK,GK,GK,GK,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,2.0,2.0,10.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
11,Wales,Scotland,Pool,THOMAS,Leila,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Wales,Scotland,Pool,YARRANTON,Phillipa,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,ARYANG,Sunday,I,I,GD,GD,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,AUSTIN,Kiera,I,I,GA,GA,30.0,12.0,14.0,2.0,85.71428571428571,6.0,8.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,BRAZILL,Ashleigh,WD,WD,WD,WD,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,BRUCE,Courtney,GK,GK,GK,GD,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,2.0,2.0,6.0,9.0,8.0,17.0,0.0,0.0,0.0,1.0,1.0
12,Australia,South Africa,Pool,BUETA,Gretel,GS,GS,GS,GS,45.0,34.0,34.0,0.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,HADLEY,Paige,C,C,I,I,24.0,0.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,KLAU,Sarah,I,I,I,GK,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,KOENEN,Cara,I,I,I,GS,15.0,14.0,14.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
12,Australia,South Africa,Pool,MOLONEY,Kate,I,C,C,C,36.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
12,Australia,South Africa,Pool,WATSON,Liz,WA,WA,WA,WA,60.0,0.0,0.0,0.0,0.0,31.0,39.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,9.0,0.0,2.0,0.0,0.0,2.0
12,Australia,South Africa,Pool,WESTON,Joanna,GD,GD,GD,WD,45.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0
12,Australia,South Africa,Pool,WOOD,Steph,GA,GA,GA,I,30.0,14.0,14.0,0.0,100.0,10.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0
12,South Africa,Australia,Pool,CHAWANE,Khanyisa,C,C,C,C,47.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
12,South Africa,Australia,Pool,GRIESEL,Izette,WA,WA,WA,WA,29.0,0.0,0.0,0.0,0.0,12.0,14.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
12,South Africa,Australia,Pool,MAWENI,Phumza,GK,GK,GK,GK,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,13.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0
12,South Africa,Australia,Pool,MDAU,Tshina,I,WD,WD,WD,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
12,South Africa,Australia,Pool,MSOMI,Bongiwe,WA,WA,WA,C,53.0,0.0,0.0,0.0,0.0,13.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0
12,South Africa,Australia,Pool,RADEMAN,Lefebre,GA,GA,GA,I,30.0,4.0,5.0,1.0,80.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
12,South Africa,Australia,Pool,SMITH,Nicola,I,GD,GD,GK,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
12,South Africa,Australia,Pool,TALJAARD,Nichole,I,I,I,GA,5.0,4.0,5.0,1.0,80.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,South Africa,Australia,Pool,VAN DER BERG,Elmere,I,I,GA,GS,30.0,10.0,10.0,0.0,100.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,0.0,2.0,1.0,0.0,3.0
12,South Africa,Australia,Pool,VAN DER MERWE,Shadine,WD,WD,WD,WD,52.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0
12,South Africa,Australia,Pool,VENTER,Ine-Mari,GS,GS,GS,GS,55.0,31.0,38.0,7.0,81.57894736842105,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,South Africa,Australia,Pool,VIMBELA,Zanele,GD,GD,I,GD,32.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,0.0,1.0,0.0,0.0,1.0
13,Jamaica,Barbados,Pool,BECKFORD,Shanice Horasha,GA,GA,GA,WA,45.0,12.0,13.0,1.0,92.3076923076923,33.0,35.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
13,Jamaica,Barbados,Pool,DEHANEY,Kadie-ann Alicia,GK,GK,GK,GK,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
13,Jamaica,Barbados,Pool,DIXON-ROCHESTER,Nicole,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jamaica,Barbados,Pool,FOWLER,Jhaniele Karyl,I,I,I,GS,15.0,24.0,27.0,3.0,88.88888888888889,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jamaica,Barbados,Pool,HEMMINGS,Shadian Toni-ann,I,WA,C,C,30.0,0.0,0.0,0.0,0.0,18.0,27.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0
13,Jamaica,Barbados,Pool,NELSON,Shimona,GS,GS,GS,GS,45.0,58.0,60.0,2.0,96.66666666666667,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0
13,Jamaica,Barbados,Pool,ROBINSON,Rebekah Theresa,I,I,GA,GA,30.0,9.0,9.0,0.0,100.0,22.0,23.0,9.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
13,Jamaica,Barbados,Pool,STERLING,Shamera Shadae,GD,GD,GD,GD,60.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,12.0,2.0,0.0,1.0,1.0,5.0,7.0,4.0,11.0,1.0,0.0,0.0,0.0,1.0
13,Jamaica,Barbados,Pool,THOMAS,Adean Tamesha,C,C,WA,C,60.0,0.0,0.0,0.0,0.0,20.0,21.0,9.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0
13,Jamaica,Barbados,Pool,WARD,Jodi-Ann,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jamaica,Barbados,Pool,WILLIAMS,Khadijah Amoy,WA,WA,I,I,15.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,Jamaica,Barbados,Pool,WILSON,Latanya Amoy,WD,WD,WD,WD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,8.0,0.0,0.0,0.0,3.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
13,Barbados,Jamaica,Pool,AGARD,Faye Yvette,GK,GK,GS,GS,32.0,10.0,12.0,2.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
13,Barbados,Jamaica,Pool,AZORE-BRUCE,Shonette Teshome Rashan,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Barbados,Jamaica,Pool,BLACKMAN,Latonia Natasha Carolann,GA,GD,GD,GA,60.0,3.0,3.0,0.0,100.0,3.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0
13,Barbados,Jamaica,Pool,BOBB,Vanessa Naomi,WD,WD,I,I,21.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0
13,Barbados,Jamaica,Pool,BROWNE,Samantha Terri-ann Olivia,I,WD,WD,WD,31.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
13,Barbados,Jamaica,Pool,HOLDER,Brianna Makala,WA,GA,GA,WA,60.0,1.0,3.0,2.0,33.33333333333333,11.0,13.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0
13,Barbados,Jamaica,Pool,KIRTON,Zakiya Winet,I,I,I,WD,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Barbados,Jamaica,Pool,ROCK-YAW,Tonisha Claradine,C,C,C,GD,60.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,8.0,2.0,3.0,1.0,3.0,9.0
13,Barbados,Jamaica,Pool,SHEPHERD,Stephian Onesia Briana,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
