roundNo,matchNo,quarterNo,teamName,centrePassRec,centrePassX,centrePassY,secondPhaseRec,secondPhaseX,secondPhaseY
1,1,1,Thunderbirds,WA,25,131,GA,11.0,193.0
1,1,1,Thunderbirds,WD,79,77,GD,18.0,90.0
1,1,1,Thunderbirds,GD,31,118,GA,28.0,171.0
1,1,1,Thunderbirds,GA,93,130,,,
1,1,1,Thunderbirds,WA,26,125,GS,48.0,190.0
1,1,1,Thunderbirds,GD,24,111,WA,19.0,140.0
1,1,1,Thunderbirds,GA,23,130,WA,17.0,182.0
1,1,1,Thunderbirds,GA,69,131,,,
1,1,1,Thunderbirds,GA,40,121,GD,42.0,95.0
1,1,1,Thunderbirds,GD,90,109,WA,71.0,147.0
1,1,1,Thunderbirds,GA,48,131,C,53.0,139.0
1,1,1,Thunderbirds,GA,86,130,WA,32.0,162.0
1,1,1,Thunderbirds,UNKNOWN,52,125,WA,71.0,168.0
1,1,1,Thunderbirds,WA,94,128,GA,57.0,150.0
1,1,1,Thunderbirds,GA,31,116,GD,88.0,113.0
1,1,1,Thunderbirds,GD,31,102,C,51.0,121.0
1,1,1,Thunderbirds,GA,24,110,,,
1,1,2,Thunderbirds,WD,19,115,WA,12.0,162.0
1,1,2,Thunderbirds,WA,10,109,C,10.0,153.0
1,1,2,Thunderbirds,WD,80,87,C,70.0,80.0
1,1,2,Thunderbirds,GD,65,85,WD,24.0,97.0
1,1,2,Thunderbirds,WA,84,126,GD,63.0,125.0
1,1,2,Thunderbirds,GA,20,103,GA,66.0,188.0
1,1,2,Thunderbirds,WA,83,105,GS,46.0,192.0
1,1,2,Thunderbirds,WA,60,125,GA,6.0,139.0
1,1,2,Thunderbirds,GA,73,125,C,68.0,141.0
1,1,2,Thunderbirds,GA,32,112,WA,10.0,170.0
1,1,2,Thunderbirds,GD,66,96,WA,90.0,180.0
1,1,2,Thunderbirds,WA,76,110,,,
1,1,3,Thunderbirds,WD,21,113,C,38.0,140.0
1,1,3,Thunderbirds,GD,30,86,GA,14.0,111.0
1,1,3,Thunderbirds,WD,76,103,WA,83.0,180.0
1,1,3,Thunderbirds,GA,13,131,WA,14.0,164.0
1,1,3,Thunderbirds,GA,21,121,WA,22.0,168.0
1,1,3,Thunderbirds,WA,72,131,,,
1,1,3,Thunderbirds,WA,84,130,GA,92.0,161.0
1,1,3,Thunderbirds,GA,91,126,,,
1,1,3,Thunderbirds,GA,91,128,C,65.0,143.0
1,1,3,Thunderbirds,GA,21,111,C,91.0,155.0
1,1,3,Thunderbirds,WA,24,120,C,91.0,142.0
1,1,3,Thunderbirds,GA,91,126,C,68.0,132.0
1,1,3,Thunderbirds,WA,42,129,GA,17.0,179.0
1,1,3,Thunderbirds,WD,23,123,WA,20.0,149.0
1,1,3,Thunderbirds,GD,25,109,C,19.0,143.0
1,1,3,Thunderbirds,GD,39,79,C,36.0,101.0
1,1,3,Thunderbirds,WA,35,119,,,
1,1,4,Thunderbirds,GD,34,110,WA,41.0,161.0
1,1,4,Thunderbirds,GD,73,96,WD,42.0,85.0
1,1,4,Thunderbirds,GA,87,118,WA,85.0,170.0
1,1,4,Thunderbirds,WD,76,89,WA,85.0,122.0
1,1,4,Thunderbirds,GA,50,112,WA,36.0,126.0
1,1,4,Thunderbirds,GD,51,87,C,67.0,105.0
1,1,4,Thunderbirds,WA,26,115,GS,55.0,184.0
1,1,4,Thunderbirds,WA,76,117,GS,53.0,194.0
1,1,4,Thunderbirds,WA,23,110,WA,5.0,138.0
1,1,4,Thunderbirds,GD,14,105,,,
1,1,1,Fever,WA,25,118,C,36.0,129.0
1,1,1,Fever,WA,49,115,C,51.0,127.0
1,1,1,Fever,WA,40,122,WD,86.0,123.0
1,1,1,Fever,WA,51,121,C,32.0,119.0
1,1,1,Fever,WA,49,119,GS,59.0,193.0
1,1,1,Fever,WD,81,110,GA,82.0,149.0
1,1,1,Fever,WA,7,125,GS,53.0,173.0
1,1,1,Fever,WA,39,127,GA,47.0,159.0
1,1,1,Fever,WA,15,126,GA,31.0,129.0
1,1,1,Fever,WD,78,107,,,
1,1,1,Fever,GA,7,126,WA,48.0,151.0
1,1,1,Fever,WA,28,128,C,46.0,125.0
1,1,1,Fever,GA,17,124,GS,77.0,169.0
1,1,1,Fever,WA,19,124,,,
1,1,2,Fever,WA,86,128,GA,73.0,165.0
1,1,2,Fever,WA,48,116,,,
1,1,2,Fever,GA,19,133,WA,17.0,187.0
1,1,2,Fever,WA,88,118,,,
1,1,2,Fever,WA,23,129,WD,23.0,115.0
1,1,2,Fever,GA,25,118,WD,26.0,94.0
1,1,2,Fever,WA,26,128,GA,49.0,140.0
1,1,2,Fever,GD,74,107,GA,75.0,139.0
1,1,2,Fever,GA,91,117,C,69.0,113.0
1,1,2,Fever,WA,32,111,,,
1,1,2,Fever,WA,84,105,GD,52.0,78.0
1,1,2,Fever,WD,31,119,GA,24.0,152.0
1,1,2,Fever,WA,19,127,GA,18.0,149.0
1,1,2,Fever,WA,22,120,GA,39.0,141.0
1,1,2,Fever,WA,85,125,,,
1,1,3,Fever,WD,27,99,WA,7.0,112.0
1,1,3,Fever,WA,8,102,C,26.0,124.0
1,1,3,Fever,GA,86,124,WA,85.0,179.0
1,1,3,Fever,GA,13,121,C,53.0,125.0
1,1,3,Fever,WA,39,116,GA,5.0,136.0
1,1,3,Fever,GD,10,114,WD,50.0,86.0
1,1,3,Fever,WD,81,107,WA,84.0,146.0
1,1,3,Fever,GA,44,120,WA,16.0,182.0
1,1,3,Fever,WA,8,124,GA,7.0,166.0
1,1,3,Fever,GD,22,107,GA,10.0,142.0
1,1,3,Fever,GD,11,95,GA,11.0,112.0
1,1,3,Fever,WA,85,124,GA,64.0,137.0
1,1,3,Fever,GA,83,120,WA,79.0,166.0
1,1,3,Fever,GA,8,121,WA,11.0,178.0
1,1,3,Fever,WA,23,115,GS,42.0,190.0
1,1,3,Fever,WD,20,98,GD,44.0,77.0
1,1,3,Fever,WA,13,119,,,
1,1,4,Fever,WA,82,94,GD,51.0,73.0
1,1,4,Fever,GA,26,110,WD,53.0,120.0
1,1,4,Fever,WA,90,129,GA,89.0,167.0
1,1,4,Fever,GD,32,106,WD,70.0,112.0
1,1,4,Fever,GA,81,127,WA,94.0,169.0
1,1,4,Fever,WD,72,86,WA,92.0,117.0
1,1,4,Fever,WA,22,123,GD,39.0,132.0
1,1,4,Fever,WD,74,100,GA,92.0,145.0
1,1,4,Fever,WA,79,115,C,91.0,164.0
1,1,4,Fever,WA,93,120,C,74.0,130.0
1,1,4,Fever,WA,92,120,GD,56.0,126.0
1,1,4,Fever,GA,91,109,WA,65.0,141.0
1,1,4,Fever,GA,97,122,,,
1,2,1,Giants,WA,13,121,GS,6.0,173.0
1,2,1,Giants,GA,29,125,WA,11.0,128.0
1,2,1,Giants,WA,76,105,GS,48.0,155.0
1,2,1,Giants,WA,75,100,WD,59.0,116.0
1,2,1,Giants,GA,4,125,WD,50.0,117.0
1,2,1,Giants,WA,47,124,GD,8.0,123.0
1,2,1,Giants,GA,61,123,WA,12.0,186.0
1,2,1,Giants,WA,25,123,GS,52.0,158.0
1,2,1,Giants,GD,81,114,GA,86.0,149.0
1,2,1,Giants,GD,17,103,GA,6.0,148.0
1,2,1,Giants,UNKNOWN,48,126,UNKNOWN,52.0,162.0
1,2,1,Giants,WD,55,77,C,26.0,94.0
1,2,1,Giants,WA,16,123,,,
1,2,2,Giants,WA,22,130,GA,20.0,172.0
1,2,2,Giants,GD,87,99,GA,90.0,139.0
1,2,2,Giants,WA,96,128,C,87.0,139.0
1,2,2,Giants,WA,41,132,C,53.0,140.0
1,2,2,Giants,WA,38,128,GA,16.0,167.0
1,2,2,Giants,GD,57,85,WA,23.0,141.0
1,2,2,Giants,GA,30,120,C,34.0,139.0
1,2,2,Giants,GA,77,125,WA,15.0,165.0
1,2,2,Giants,GA,73,121,,,
1,2,2,Giants,GD,41,87,WA,87.0,130.0
1,2,2,Giants,WA,78,116,,,
1,2,3,Giants,GA,73,117,C,44.0,119.0
1,2,3,Giants,WA,65,120,GA,82.0,146.0
1,2,3,Giants,GA,15,128,C,27.0,146.0
1,2,3,Giants,WA,40,122,GS,54.0,160.0
1,2,3,Giants,GA,54,115,,,
1,2,3,Giants,WA,68,118,GA,85.0,145.0
1,2,3,Giants,WA,10,128,C,26.0,119.0
1,2,3,Giants,GD,78,115,GS,67.0,150.0
1,2,3,Giants,GD,10,123,WA,33.0,121.0
1,2,3,Giants,WA,62,115,C,45.0,124.0
1,2,3,Giants,WD,30,89,C,8.0,105.0
1,2,3,Giants,WA,45,125,GS,57.0,174.0
1,2,3,Giants,GA,33,117,WA,17.0,128.0
1,2,3,Giants,GD,85,118,,,
1,2,4,Giants,GA,77,118,C,37.0,155.0
1,2,4,Giants,WD,37,111,C,64.0,118.0
1,2,4,Giants,GA,71,118,WA,18.0,180.0
1,2,4,Giants,WA,87,129,C,65.0,141.0
1,2,4,Giants,WA,61,122,C,45.0,126.0
1,2,4,Giants,GD,94,117,,,
1,2,4,Giants,GD,92,114,WD,81.0,96.0
1,2,4,Giants,GA,12,127,GA,69.0,179.0
1,2,4,Giants,WA,62,124,GS,62.0,165.0
1,2,4,Giants,GD,28,101,C,19.0,145.0
1,2,4,Giants,WA,85,118,,,
1,2,1,Lightning,GA,92,127,C,74.0,129.0
1,2,1,Lightning,GA,26,125,WA,10.0,147.0
1,2,1,Lightning,WA,61,122,GA,93.0,166.0
1,2,1,Lightning,WA,89,130,GA,91.0,163.0
1,2,1,Lightning,GA,48,129,WA,77.0,175.0
1,2,1,Lightning,GA,34,123,C,72.0,123.0
1,2,1,Lightning,WA,26,129,C,49.0,128.0
1,2,1,Lightning,WA,34,121,GD,65.0,121.0
1,2,1,Lightning,WA,18,127,GA,17.0,188.0
1,2,1,Lightning,WA,81,118,GA,94.0,149.0
1,2,1,Lightning,GA,42,125,WA,14.0,190.0
1,2,1,Lightning,WA,37,123,GA,55.0,127.0
1,2,1,Lightning,GD,67,91,,,
1,2,2,Lightning,GA,10,120,WA,52.0,125.0
1,2,2,Lightning,GA,32,118,WA,14.0,136.0
1,2,2,Lightning,WA,18,121,WA,29.0,141.0
1,2,2,Lightning,WA,25,129,GA,58.0,135.0
1,2,2,Lightning,GA,67,121,WA,26.0,171.0
1,2,2,Lightning,WA,76,95,GD,60.0,108.0
1,2,2,Lightning,GA,49,116,WA,77.0,169.0
1,2,2,Lightning,GA,53,119,C,38.0,113.0
1,2,2,Lightning,WA,50,116,GA,76.0,124.0
1,2,2,Lightning,WD,19,88,GD,6.0,110.0
1,2,2,Lightning,WA,20,117,GA,7.0,128.0
1,2,2,Lightning,GD,14,80,C,58.0,78.0
1,2,2,Lightning,GA,11,122,,,
1,2,3,Lightning,GA,30,125,C,22.0,147.0
1,2,3,Lightning,GA,54,120,C,29.0,117.0
1,2,3,Lightning,WA,21,119,GA,12.0,151.0
1,2,3,Lightning,UNKNOWN,53,123,GA,92.0,169.0
1,2,3,Lightning,GA,44,125,C,91.0,140.0
1,2,3,Lightning,GA,21,124,C,46.0,139.0
1,2,3,Lightning,WA,94,124,C,85.0,138.0
1,2,3,Lightning,UNKNOWN,33,127,GA,12.0,145.0
1,2,3,Lightning,WA,26,124,GD,40.0,132.0
1,2,3,Lightning,WA,88,121,C,67.0,118.0
1,2,3,Lightning,GA,29,124,WA,83.0,139.0
1,2,3,Lightning,WA,89,117,GA,50.0,126.0
1,2,3,Lightning,GA,91,122,GD,77.0,119.0
1,2,3,Lightning,GA,52,120,,,
1,2,4,Lightning,WD,87,119,GA,91.0,141.0
1,2,4,Lightning,WA,12,126,WD,20.0,99.0
1,2,4,Lightning,GA,63,115,C,45.0,124.0
1,2,4,Lightning,WA,8,120,GA,3.0,160.0
1,2,4,Lightning,WA,13,122,GA,9.0,170.0
1,2,4,Lightning,GA,64,115,WA,38.0,144.0
1,2,4,Lightning,GA,37,126,WA,13.0,180.0
1,2,4,Lightning,WA,69,113,GA,35.0,146.0
1,2,4,Lightning,GA,17,127,C,13.0,137.0
1,2,4,Lightning,UNKNOWN,50,129,GS,22.0,192.0
1,2,4,Lightning,GA,39,117,WA,13.0,182.0
1,2,4,Lightning,WA,82,121,C,20.0,148.0
1,2,4,Lightning,GD,12,101,,,
1,3,1,Magpies,WA,23,124,GD,82.0,122.0
1,3,1,Magpies,WA,38,121,GA,22.0,161.0
1,3,1,Magpies,GA,24,130,WA,32.0,140.0
1,3,1,Magpies,GA,79,131,WA,99.0,147.0
1,3,1,Magpies,WA,32,117,GA,19.0,158.0
1,3,1,Magpies,WD,37,105,GA,20.0,141.0
1,3,1,Magpies,WD,28,115,WA,44.0,121.0
1,3,1,Magpies,GA,25,122,WA,17.0,181.0
1,3,1,Magpies,WA,93,114,GS,95.0,163.0
1,3,1,Magpies,GA,66,129,WA,95.0,147.0
1,3,1,Magpies,WA,14,116,GA,14.0,155.0
1,3,1,Magpies,GA,30,131,WD,51.0,128.0
1,3,1,Magpies,WD,42,85,GD,29.0,84.0
1,3,1,Magpies,WA,48,121,GS,51.0,193.0
1,3,1,Magpies,GA,79,117,,,
1,3,1,Magpies,GA,84,127,WA,68.0,146.0
1,3,1,Magpies,WD,20,95,GA,14.0,131.0
1,3,1,Magpies,WA,78,114,,,
1,3,2,Magpies,WA,89,113,GA,86.0,172.0
1,3,2,Magpies,GA,74,123,WA,89.0,156.0
1,3,2,Magpies,WA,84,116,GA,88.0,162.0
1,3,2,Magpies,GA,30,129,WA,4.0,192.0
1,3,2,Magpies,WA,34,128,C,71.0,163.0
1,3,2,Magpies,WA,83,125,C,39.0,160.0
1,3,2,Magpies,WA,10,104,GA,18.0,158.0
1,3,2,Magpies,GA,32,125,WA,88.0,127.0
1,3,2,Magpies,UNKNOWN,54,121,,,
1,3,2,Magpies,UNKNOWN,15,129,,,
1,3,2,Magpies,WA,53,132,GA,53.0,181.0
1,3,2,Magpies,WA,26,123,GS,80.0,172.0
1,3,2,Magpies,GA,63,119,,,
1,3,3,Magpies,WA,49,125,GA,24.0,142.0
1,3,3,Magpies,GA,20,132,WA,14.0,162.0
1,3,3,Magpies,WD,71,103,C,44.0,121.0
1,3,3,Magpies,GA,29,133,GS,56.0,186.0
1,3,3,Magpies,WA,74,120,GA,90.0,151.0
1,3,3,Magpies,WA,86,110,C,49.0,132.0
1,3,3,Magpies,WD,37,116,C,65.0,122.0
1,3,3,Magpies,WA,18,117,GA,23.0,156.0
1,3,3,Magpies,WA,37,131,GA,18.0,182.0
1,3,3,Magpies,WA,34,131,GA,13.0,167.0
1,3,3,Magpies,WA,29,113,GA,73.0,129.0
1,3,3,Magpies,GA,43,124,WA,76.0,167.0
1,3,3,Magpies,WA,23,127,GA,21.0,171.0
1,3,3,Magpies,WD,80,103,GD,54.0,86.0
1,3,3,Magpies,WA,36,117,,,
1,3,4,Magpies,WD,28,94,GD,95.0,115.0
1,3,4,Magpies,WA,50,121,GA,82.0,169.0
1,3,4,Magpies,GA,16,123,WA,51.0,135.0
1,3,4,Magpies,GA,38,120,GD,8.0,113.0
1,3,4,Magpies,WA,21,116,GA,11.0,148.0
1,3,4,Magpies,WA,30,114,GA,7.0,165.0
1,3,4,Magpies,WA,25,113,WD,47.0,122.0
1,3,4,Magpies,GD,26,101,WD,55.0,87.0
1,3,4,Magpies,UNKNOWN,48,119,UNKNOWN,44.0,160.0
1,3,4,Magpies,GD,14,130,GA,11.0,146.0
1,3,4,Magpies,WA,36,112,GA,66.0,191.0
1,3,4,Magpies,WD,10,90,,,
1,3,1,Vixens,GA,92,129,C,84.0,173.0
1,3,1,Vixens,GA,14,107,WA,30.0,107.0
1,3,1,Vixens,WD,72,90,C,52.0,112.0
1,3,1,Vixens,GA,63,120,WA,76.0,146.0
1,3,1,Vixens,WD,63,88,GA,74.0,112.0
1,3,1,Vixens,GA,6,112,WA,15.0,127.0
1,3,1,Vixens,WD,68,101,WA,22.0,126.0
1,3,1,Vixens,GA,26,109,C,51.0,119.0
1,3,1,Vixens,GA,13,129,C,24.0,145.0
1,3,1,Vixens,GA,28,109,GD,7.0,102.0
1,3,1,Vixens,GA,65,116,GS,44.0,155.0
1,3,1,Vixens,GA,85,119,GD,70.0,97.0
1,3,1,Vixens,WA,9,126,C,23.0,135.0
1,3,1,Vixens,GA,27,120,,,
1,3,2,Vixens,GA,42,122,C,57.0,124.0
1,3,2,Vixens,WA,45,115,GS,45.0,141.0
1,3,2,Vixens,WA,93,107,GA,92.0,137.0
1,3,2,Vixens,GA,27,121,C,91.0,154.0
1,3,2,Vixens,WA,80,125,GS,54.0,153.0
1,3,2,Vixens,WD,41,121,C,70.0,132.0
1,3,2,Vixens,WA,77,118,GS,62.0,159.0
1,3,2,Vixens,GA,18,124,UNKNOWN,35.0,125.0
1,3,2,Vixens,GA,27,121,WA,64.0,121.0
1,3,2,Vixens,WA,32,113,GS,66.0,147.0
1,3,2,Vixens,GA,33,112,C,31.0,124.0
1,3,2,Vixens,GD,81,91,,,
1,3,3,Vixens,GA,15,99,C,11.0,111.0
1,3,3,Vixens,GA,15,120,C,7.0,132.0
1,3,3,Vixens,WD,56,93,C,26.0,105.0
1,3,3,Vixens,WD,55,90,WA,79.0,113.0
1,3,3,Vixens,WD,74,101,WA,65.0,94.0
1,3,3,Vixens,GA,19,108,C,42.0,114.0
1,3,3,Vixens,GA,62,111,WA,84.0,125.0
1,3,3,Vixens,GA,70,99,WD,62.0,100.0
1,3,3,Vixens,WA,11,117,GA,57.0,127.0
1,3,3,Vixens,WD,41,87,WA,46.0,111.0
1,3,3,Vixens,WA,62,121,,,
1,3,3,Vixens,GA,24,118,GS,52.0,190.0
1,3,3,Vixens,GA,62,120,WA,86.0,136.0
1,3,3,Vixens,WA,20,117,C,30.0,126.0
1,3,3,Vixens,WA,82,102,,,
1,3,3,Vixens,GA,20,114,,,
1,3,4,Vixens,WA,34,119,GD,56.0,89.0
1,3,4,Vixens,GA,29,115,WA,32.0,115.0
1,3,4,Vixens,GA,63,117,GD,92.0,104.0
1,3,4,Vixens,GA,26,114,WD,64.0,93.0
1,3,4,Vixens,GA,27,116,C,39.0,127.0
1,3,4,Vixens,GA,85,114,WA,93.0,142.0
1,3,4,Vixens,WA,90,106,WD,73.0,117.0
1,3,4,Vixens,WA,35,116,GS,42.0,194.0
1,3,4,Vixens,WD,49,112,WA,33.0,116.0
1,3,4,Vixens,WD,43,115,WA,35.0,118.0
1,3,4,Vixens,WA,89,105,GA,93.0,139.0
1,3,4,Vixens,GA,40,119,,,
1,4,1,Swifts,WA,14,100,WD,13.0,79.0
1,4,1,Swifts,WA,13,128,C,37.0,127.0
1,4,1,Swifts,WA,90,119,GA,90.0,163.0
1,4,1,Swifts,GA,60,123,WA,86.0,130.0
1,4,1,Swifts,WA,26,131,GA,10.0,166.0
1,4,1,Swifts,WA,25,130,GA,85.0,172.0
1,4,1,Swifts,WA,71,127,GA,53.0,141.0
1,4,1,Swifts,WA,20,125,GA,35.0,195.0
1,4,1,Swifts,WA,27,129,GA,78.0,166.0
1,4,1,Swifts,WD,16,114,C,40.0,117.0
1,4,1,Swifts,WA,87,124,GA,88.0,167.0
1,4,1,Swifts,WA,83,123,GA,58.0,128.0
1,4,1,Swifts,WA,24,121,GA,59.0,160.0
1,4,1,Swifts,GA,68,130,,,
1,4,2,Swifts,WA,17,124,,,
1,4,2,Swifts,WA,89,120,GD,69.0,87.0
1,4,2,Swifts,GA,67,116,WA,85.0,142.0
1,4,2,Swifts,GD,78,81,GA,44.0,187.0
1,4,2,Swifts,GA,83,121,WA,82.0,176.0
1,4,2,Swifts,GA,86,125,C,79.0,128.0
1,4,2,Swifts,WA,79,125,GA,43.0,157.0
1,4,2,Swifts,GA,54,120,,,
1,4,2,Swifts,GD,67,84,C,26.0,95.0
1,4,2,Swifts,GA,63,124,WA,32.0,166.0
1,4,2,Swifts,WA,85,123,C,55.0,145.0
1,4,2,Swifts,GA,76,119,,,
1,4,3,Swifts,WA,19,121,GA,12.0,147.0
1,4,3,Swifts,WA,29,129,GS,19.0,190.0
1,4,3,Swifts,GA,86,129,GS,85.0,188.0
1,4,3,Swifts,WA,18,122,C,48.0,145.0
1,4,3,Swifts,WA,19,127,GS,15.0,190.0
1,4,3,Swifts,WA,58,131,GA,82.0,183.0
1,4,3,Swifts,GD,33,107,WA,20.0,139.0
1,4,3,Swifts,WA,28,130,C,44.0,134.0
1,4,3,Swifts,GA,87,125,WA,63.0,156.0
1,4,3,Swifts,GA,46,128,WA,13.0,161.0
1,4,3,Swifts,WA,83,125,GA,49.0,145.0
1,4,3,Swifts,GA,60,121,GD,28.0,117.0
1,4,3,Swifts,WA,89,122,GA,94.0,172.0
1,4,3,Swifts,GA,65,123,,,
1,4,4,Swifts,WA,90,124,WD,72.0,109.0
1,4,4,Swifts,WA,64,114,C,31.0,163.0
1,4,4,Swifts,WA,71,122,WA,38.0,122.0
1,4,4,Swifts,GA,51,118,WA,19.0,182.0
1,4,4,Swifts,GA,50,126,C,59.0,120.0
1,4,4,Swifts,WA,27,113,WD,61.0,126.0
1,4,4,Swifts,WA,67,115,C,42.0,124.0
1,4,4,Swifts,GA,32,114,WA,20.0,166.0
1,4,4,Swifts,GA,42,118,WA,77.0,168.0
1,4,4,Swifts,GD,27,104,C,49.0,112.0
1,4,4,Swifts,WA,23,104,C,50.0,116.0
1,4,4,Swifts,WA,16,126,C,52.0,140.0
1,4,4,Swifts,GA,37,117,WD,31.0,93.0
1,4,4,Swifts,GA,82,111,,,
1,4,1,Firebirds,WA,30,120,WD,67.0,81.0
1,4,1,Firebirds,WA,54,127,GA,48.0,185.0
1,4,1,Firebirds,GA,84,127,,,
1,4,1,Firebirds,WD,34,77,C,81.0,101.0
1,4,1,Firebirds,WA,48,125,,,
1,4,1,Firebirds,GA,9,125,C,13.0,154.0
1,4,1,Firebirds,WD,64,122,GS,56.0,161.0
1,4,1,Firebirds,GA,77,120,C,50.0,117.0
1,4,1,Firebirds,WA,34,105,GA,8.0,119.0
1,4,1,Firebirds,GA,33,121,,,
1,4,1,Firebirds,WA,14,126,GD,76.0,126.0
1,4,1,Firebirds,WA,78,121,,,
1,4,2,Firebirds,WA,42,123,GA,19.0,139.0
1,4,2,Firebirds,GA,72,123,,,
1,4,2,Firebirds,WA,44,122,GA,24.0,148.0
1,4,2,Firebirds,WA,71,127,GA,20.0,150.0
1,4,2,Firebirds,GA,15,123,GD,28.0,112.0
1,4,2,Firebirds,WA,53,117,GS,45.0,190.0
1,4,2,Firebirds,GD,78,102,C,82.0,128.0
1,4,2,Firebirds,GA,24,123,C,75.0,150.0
1,4,2,Firebirds,WD,76,116,WA,73.0,132.0
1,4,2,Firebirds,WA,27,123,WA,16.0,129.0
1,4,2,Firebirds,GA,18,124,WA,24.0,143.0
1,4,2,Firebirds,WD,90,110,,,
1,4,3,Firebirds,WA,49,115,GS,86.0,153.0
1,4,3,Firebirds,GA,52,121,,,
1,4,3,Firebirds,GA,25,116,C,22.0,151.0
1,4,3,Firebirds,WA,80,121,GA,45.0,129.0
1,4,3,Firebirds,WD,15,125,WA,21.0,144.0
1,4,3,Firebirds,WA,81,127,WD,65.0,121.0
1,4,3,Firebirds,GA,26,123,WD,46.0,124.0
1,4,3,Firebirds,WD,84,118,GA,44.0,171.0
1,4,3,Firebirds,GA,26,114,WA,9.0,145.0
1,4,3,Firebirds,GA,87,114,C,76.0,125.0
1,4,3,Firebirds,GD,8,109,GA,20.0,134.0
1,4,3,Firebirds,GA,30,117,GS,60.0,179.0
1,4,3,Firebirds,GA,15,123,,,
1,4,4,Firebirds,GD,91,90,C,92.0,122.0
1,4,4,Firebirds,GA,75,121,C,58.0,118.0
1,4,4,Firebirds,WA,49,118,WD,47.0,83.0
1,4,4,Firebirds,WA,29,120,GA,15.0,154.0
1,4,4,Firebirds,GA,80,128,,,
1,4,4,Firebirds,GD,9,114,WD,22.0,93.0
1,4,4,Firebirds,GA,80,122,,,
1,4,4,Firebirds,GD,19,100,,,
1,4,4,Firebirds,GA,71,116,,,
1,4,4,Firebirds,GA,19,126,,,
1,4,4,Firebirds,GA,36,125,C,35.0,122.0
1,4,4,Firebirds,WA,35,118,WD,90.0,110.0
1,4,4,Firebirds,WD,20,116,C,40.0,116.0
1,4,4,Firebirds,GD,23,98,,,
2,5,1,Thunderbirds,GD,87,92,C,90.0,123.0
2,5,1,Thunderbirds,GA,38,118,WA,68.0,143.0
2,5,1,Thunderbirds,WA,81,117,C,66.0,130.0
2,5,1,Thunderbirds,WA,38,119,C,80.0,131.0
2,5,1,Thunderbirds,WA,92,127,GA,74.0,152.0
2,5,1,Thunderbirds,GA,44,127,WA,83.0,181.0
2,5,1,Thunderbirds,WA,22,122,WD,11.0,91.0
2,5,1,Thunderbirds,GA,20,131,,,
2,5,1,Thunderbirds,WA,15,126,GD,19.0,130.0
2,5,1,Thunderbirds,GA,22,116,WD,69.0,107.0
2,5,1,Thunderbirds,GA,88,126,WD,83.0,103.0
2,5,1,Thunderbirds,WA,25,116,GA,57.0,127.0
2,5,1,Thunderbirds,WD,18,126,C,12.0,167.0
2,5,1,Thunderbirds,WA,25,118,,,
2,5,2,Thunderbirds,WA,27,112,WD,85.0,125.0
2,5,2,Thunderbirds,WA,16,118,C,36.0,127.0
2,5,2,Thunderbirds,GA,25,108,WA,16.0,136.0
2,5,2,Thunderbirds,WA,42,112,,,
2,5,2,Thunderbirds,WA,91,123,WD,78.0,99.0
2,5,2,Thunderbirds,WA,58,121,GA,85.0,161.0
2,5,2,Thunderbirds,WA,38,119,GA,81.0,121.0
2,5,2,Thunderbirds,WA,66,111,WD,25.0,126.0
2,5,2,Thunderbirds,GD,23,102,C,35.0,128.0
2,5,2,Thunderbirds,GA,87,118,,,
2,5,3,Thunderbirds,GA,30,130,WA,13.0,191.0
2,5,3,Thunderbirds,GA,36,130,WA,82.0,161.0
2,5,3,Thunderbirds,WA,74,130,GA,75.0,171.0
2,5,3,Thunderbirds,WA,23,129,GA,89.0,174.0
2,5,3,Thunderbirds,GA,40,132,WA,81.0,177.0
2,5,3,Thunderbirds,GA,18,129,GD,45.0,87.0
2,5,3,Thunderbirds,WA,34,128,GA,65.0,141.0
2,5,3,Thunderbirds,WD,26,127,GS,50.0,194.0
2,5,3,Thunderbirds,GA,88,125,,,
2,5,3,Thunderbirds,GA,91,132,WD,87.0,111.0
2,5,3,Thunderbirds,WA,12,130,WD,62.0,133.0
2,5,3,Thunderbirds,GA,27,124,WA,19.0,167.0
2,5,3,Thunderbirds,UNKNOWN,17,128,WA,17.0,148.0
2,5,3,Thunderbirds,WA,29,119,C,22.0,165.0
2,5,3,Thunderbirds,UNKNOWN,24,130,WA,88.0,188.0
2,5,3,Thunderbirds,GA,43,131,,,
2,5,3,Thunderbirds,WA,51,122,,,
2,5,4,Thunderbirds,GA,93,122,GD,74.0,102.0
2,5,4,Thunderbirds,WD,26,118,GA,22.0,151.0
2,5,4,Thunderbirds,WA,53,116,GS,54.0,180.0
2,5,4,Thunderbirds,GA,76,124,WA,21.0,179.0
2,5,4,Thunderbirds,WA,32,110,GA,72.0,127.0
2,5,4,Thunderbirds,WA,72,120,WA,72.0,127.0
2,5,4,Thunderbirds,GA,25,126,WA,56.0,161.0
2,5,4,Thunderbirds,GA,56,123,,,
2,5,4,Thunderbirds,GA,28,127,WA,10.0,173.0
2,5,4,Thunderbirds,GA,72,128,WD,52.0,110.0
2,5,4,Thunderbirds,WA,54,116,,,
2,5,1,Giants,WD,9,125,,,
2,5,1,Giants,GA,84,122,WA,80.0,177.0
2,5,1,Giants,GD,83,108,GA,85.0,149.0
2,5,1,Giants,GA,24,118,WA,24.0,143.0
2,5,1,Giants,WA,7,99,WA,76.0,128.0
2,5,1,Giants,GA,5,125,C,33.0,144.0
