roundNo,matchNo,quarterNo,teamName,centrePassRec,centrePassX,centrePassY,secondPhaseRec,secondPhaseX,secondPhaseY
11,44,1,Lightning,GA,81,125,GS,49.0,164.0
11,44,1,Lightning,WD,65,85,C,34.0,87.0
11,44,1,Lightning,GD,81,87,C,72.0,100.0
11,44,1,Lightning,GA,41,125,WA,30.0,139.0
11,44,1,Lightning,GA,22,121,,,
11,44,2,Lightning,WA,80,126,GA,81.0,157.0
11,44,2,Lightning,WA,77,110,GD,67.0,88.0
11,44,2,Lightning,WA,69,126,C,77.0,155.0
11,44,2,Lightning,WA,87,125,GA,78.0,144.0
11,44,2,Lightning,GA,71,119,WD,65.0,89.0
11,44,2,Lightning,GA,79,124,WA,69.0,100.0
11,44,2,Lightning,GA,70,124,WA,88.0,188.0
11,44,2,Lightning,WA,84,128,GA,61.0,163.0
11,44,2,Lightning,GD,22,81,C,50.0,84.0
11,44,2,Lightning,WD,5,100,GA,5.0,137.0
11,44,2,Lightning,GD,7,108,WA,10.0,130.0
11,44,2,Lightning,WA,62,129,GA,66.0,155.0
11,44,2,Lightning,WA,77,127,C,72.0,108.0
11,44,2,Lightning,GA,28,116,WA,73.0,170.0
11,44,2,Lightning,WD,11,119,,,
11,44,3,Lightning,GD,22,102,WD,75.0,95.0
11,44,3,Lightning,GA,41,118,C,16.0,137.0
11,44,3,Lightning,GD,16,103,GA,27.0,143.0
11,44,3,Lightning,UNKNOWN,25,96,WA,13.0,140.0
11,44,3,Lightning,WD,25,87,GD,47.0,109.0
11,44,3,Lightning,GA,72,126,,,
11,44,3,Lightning,GA,50,128,,,
11,44,3,Lightning,GA,63,121,C,58.0,139.0
11,44,3,Lightning,WA,37,127,,,
11,44,3,Lightning,WD,25,102,GA,23.0,131.0
11,44,3,Lightning,GA,19,113,,,
11,44,4,Lightning,GA,70,129,GD,8.0,128.0
11,44,4,Lightning,GD,25,84,WD,9.0,101.0
11,44,4,Lightning,WA,16,101,GD,39.0,100.0
11,44,4,Lightning,WA,46,119,GS,49.0,158.0
11,44,4,Lightning,WA,54,118,C,54.0,137.0
11,44,4,Lightning,GA,50,116,WA,83.0,132.0
11,44,4,Lightning,WA,60,118,WD,5.0,95.0
11,44,4,Lightning,WA,70,115,GD,68.0,94.0
11,44,4,Lightning,GA,73,123,GD,63.0,108.0
11,44,4,Lightning,GA,77,125,C,70.0,141.0
11,44,4,Lightning,WA,45,129,WD,10.0,96.0
11,44,4,Lightning,WD,80,94,,,
11,44,1,Magpies,GA,65,125,WA,39.0,137.0
11,44,1,Magpies,WD,74,110,GA,83.0,145.0
11,44,1,Magpies,WA,22,131,GS,12.0,155.0
11,44,1,Magpies,GA,63,123,WA,21.0,169.0
11,44,1,Magpies,WA,17,126,GA,17.0,168.0
11,44,1,Magpies,WA,63,117,C,44.0,115.0
11,44,1,Magpies,WD,40,116,WA,48.0,137.0
11,44,1,Magpies,GA,82,127,GD,79.0,118.0
11,44,1,Magpies,WA,54,128,GA,18.0,180.0
11,44,1,Magpies,WD,18,119,WA,8.0,154.0
11,44,1,Magpies,WD,21,112,GD,61.0,106.0
11,44,1,Magpies,WA,65,126,GD,12.0,129.0
11,44,1,Magpies,WD,61,121,WA,84.0,161.0
11,44,1,Magpies,WA,60,125,GA,47.0,164.0
11,44,1,Magpies,WD,17,113,C,31.0,137.0
11,44,1,Magpies,WA,16,126,,,
11,44,2,Magpies,GA,88,115,GD,40.0,121.0
11,44,2,Magpies,WD,88,107,WA,89.0,138.0
11,44,2,Magpies,WA,94,101,GD,29.0,122.0
11,44,2,Magpies,GA,74,112,WA,91.0,140.0
11,44,2,Magpies,WD,63,126,WA,28.0,168.0
11,44,2,Magpies,WA,41,129,GA,89.0,165.0
11,44,2,Magpies,GA,34,125,WA,79.0,134.0
11,44,2,Magpies,WD,27,119,WA,21.0,147.0
11,44,2,Magpies,WA,96,124,C,66.0,138.0
11,44,2,Magpies,WA,53,123,GA,96.0,158.0
11,44,2,Magpies,GD,15,113,GS,56.0,187.0
11,44,2,Magpies,WA,27,121,C,56.0,130.0
11,44,2,Magpies,WA,53,118,GA,20.0,175.0
11,44,2,Magpies,WD,77,109,WA,98.0,168.0
11,44,2,Magpies,WD,59,116,WA,95.0,129.0
11,44,2,Magpies,GA,28,118,,,
11,44,3,Magpies,GD,51,84,WA,77.0,116.0
11,44,3,Magpies,WD,76,109,GA,78.0,150.0
11,44,3,Magpies,WA,55,118,GA,32.0,164.0
11,44,3,Magpies,WA,83,123,C,48.0,140.0
11,44,3,Magpies,UNKNOWN,80,128,GS,82.0,184.0
11,44,3,Magpies,WA,47,123,GS,15.0,174.0
11,44,3,Magpies,WA,17,124,GA,14.0,182.0
11,44,3,Magpies,WA,66,127,WD,53.0,128.0
11,44,3,Magpies,GD,58,117,WA,50.0,137.0
11,44,3,Magpies,GA,69,125,C,57.0,135.0
11,44,3,Magpies,GD,75,90,WD,26.0,115.0
11,44,3,Magpies,GD,65,103,,,
11,44,4,Magpies,WD,37,107,GA,35.0,130.0
11,44,4,Magpies,WA,24,125,C,14.0,187.0
11,44,4,Magpies,WA,38,121,GA,68.0,157.0
11,44,4,Magpies,WD,59,88,GD,68.0,94.0
11,44,4,Magpies,GD,77,93,WD,20.0,118.0
11,44,4,Magpies,WA,85,121,GA,91.0,167.0
11,44,4,Magpies,WD,39,111,GD,54.0,112.0
11,44,4,Magpies,GA,83,124,WA,77.0,178.0
11,44,4,Magpies,WA,94,120,GS,95.0,182.0
11,44,4,Magpies,WD,27,116,WA,20.0,181.0
11,44,4,Magpies,WA,26,124,,,
12,45,1,Thunderbirds,WA,51,122,C,35.0,117.0
12,45,1,Thunderbirds,WA,28,120,GA,26.0,171.0
12,45,1,Thunderbirds,GA,89,102,WA,95.0,158.0
12,45,1,Thunderbirds,WA,29,126,C,57.0,167.0
12,45,1,Thunderbirds,GA,77,122,C,50.0,143.0
12,45,1,Thunderbirds,GA,44,124,WA,88.0,166.0
12,45,1,Thunderbirds,WD,94,114,,,
12,45,1,Thunderbirds,GA,82,129,,,
12,45,1,Thunderbirds,WA,31,114,,,
12,45,1,Thunderbirds,WA,75,123,GA,66.0,146.0
12,45,1,Thunderbirds,GA,78,124,C,59.0,126.0
12,45,1,Thunderbirds,WA,80,126,,,
12,45,1,Thunderbirds,GA,75,120,C,68.0,143.0
12,45,1,Thunderbirds,GA,14,104,GD,32.0,82.0
12,45,1,Thunderbirds,WA,28,131,,,
12,45,2,Thunderbirds,WD,48,81,WA,24.0,111.0
12,45,2,Thunderbirds,GA,16,130,WA,22.0,179.0
12,45,2,Thunderbirds,UNKNOWN,70,117,GA,78.0,160.0
12,45,2,Thunderbirds,GD,66,86,C,90.0,137.0
12,45,2,Thunderbirds,WA,8,117,C,15.0,153.0
12,45,2,Thunderbirds,WA,40,126,GA,43.0,172.0
12,45,2,Thunderbirds,WA,11,129,GA,18.0,181.0
12,45,2,Thunderbirds,WA,79,125,GA,60.0,141.0
12,45,2,Thunderbirds,GA,48,129,,,
12,45,2,Thunderbirds,UNKNOWN,29,98,UNKNOWN,41.0,148.0
12,45,2,Thunderbirds,WA,84,125,WD,78.0,94.0
12,45,2,Thunderbirds,GA,21,128,C,17.0,181.0
12,45,2,Thunderbirds,GA,89,127,,,
12,45,3,Thunderbirds,WA,86,129,WD,67.0,132.0
12,45,3,Thunderbirds,WA,22,130,C,82.0,163.0
12,45,3,Thunderbirds,GD,88,112,C,70.0,132.0
12,45,3,Thunderbirds,WA,47,118,GA,93.0,144.0
12,45,3,Thunderbirds,WA,21,93,WD,69.0,92.0
12,45,3,Thunderbirds,UNKNOWN,34,125,GS,22.0,179.0
12,45,3,Thunderbirds,WA,36,120,WD,53.0,103.0
12,45,3,Thunderbirds,WA,80,125,GS,71.0,181.0
12,45,3,Thunderbirds,WA,33,128,GA,17.0,150.0
12,45,3,Thunderbirds,GD,66,96,,,
12,45,3,Thunderbirds,WD,77,89,GD,38.0,107.0
12,45,3,Thunderbirds,WA,34,125,GA,22.0,184.0
12,45,3,Thunderbirds,WA,21,124,,,
12,45,4,Thunderbirds,WA,79,124,,,
12,45,4,Thunderbirds,GD,43,79,WD,87.0,83.0
12,45,4,Thunderbirds,GD,65,75,WD,88.0,96.0
12,45,4,Thunderbirds,GA,12,125,WD,25.0,125.0
12,45,4,Thunderbirds,WA,89,124,WA,67.0,131.0
12,45,4,Thunderbirds,WA,83,122,GA,61.0,138.0
12,45,4,Thunderbirds,WD,43,75,C,14.0,100.0
12,45,4,Thunderbirds,GD,85,74,WA,50.0,82.0
12,45,4,Thunderbirds,GA,18,123,C,25.0,141.0
12,45,4,Thunderbirds,GA,88,127,C,74.0,149.0
12,45,4,Thunderbirds,WA,36,124,GA,19.0,169.0
12,45,4,Thunderbirds,WA,83,125,C,22.0,165.0
12,45,4,Thunderbirds,WD,38,109,C,56.0,145.0
12,45,4,Thunderbirds,GA,89,126,,,
12,45,1,Lightning,GA,82,125,C,66.0,122.0
12,45,1,Lightning,GA,77,116,WA,86.0,128.0
12,45,1,Lightning,GA,55,117,WA,78.0,145.0
12,45,1,Lightning,GA,86,127,WA,71.0,153.0
12,45,1,Lightning,WA,38,113,GA,9.0,121.0
12,45,1,Lightning,GA,90,124,C,71.0,122.0
12,45,1,Lightning,WA,17,127,C,31.0,152.0
12,45,1,Lightning,GA,87,125,WA,82.0,182.0
12,45,1,Lightning,WA,76,125,GA,85.0,153.0
12,45,1,Lightning,GD,37,110,C,72.0,102.0
12,45,1,Lightning,WA,77,123,GA,86.0,179.0
12,45,1,Lightning,WA,83,125,WD,65.0,94.0
12,45,1,Lightning,GA,80,129,C,78.0,162.0
12,45,1,Lightning,GA,87,126,C,71.0,141.0
12,45,1,Lightning,WA,16,127,,,
12,45,2,Lightning,WA,80,118,GA,91.0,146.0
12,45,2,Lightning,GD,44,83,WA,65.0,96.0
12,45,2,Lightning,GA,62,127,WA,35.0,156.0
12,45,2,Lightning,GA,25,127,WA,30.0,155.0
12,45,2,Lightning,WA,77,102,GA,87.0,130.0
12,45,2,Lightning,GA,91,122,WA,92.0,151.0
12,45,2,Lightning,WA,81,117,GA,26.0,154.0
12,45,2,Lightning,GD,12,127,WA,17.0,151.0
12,45,2,Lightning,WA,77,108,C,65.0,121.0
12,45,2,Lightning,GD,68,98,WA,74.0,112.0
12,45,2,Lightning,WA,87,108,GA,67.0,124.0
12,45,2,Lightning,WA,31,129,GA,21.0,151.0
12,45,2,Lightning,GD,76,102,C,89.0,149.0
12,45,2,Lightning,GA,25,124,,,
12,45,3,Lightning,WA,83,125,GA,87.0,149.0
12,45,3,Lightning,WA,23,128,GA,6.0,150.0
12,45,3,Lightning,GA,78,125,,,
12,45,3,Lightning,WA,34,116,GA,11.0,157.0
12,45,3,Lightning,WA,83,126,GA,87.0,161.0
12,45,3,Lightning,WA,33,113,GA,14.0,129.0
12,45,3,Lightning,GA,22,125,WA,17.0,179.0
12,45,3,Lightning,GA,53,122,WA,20.0,170.0
12,45,3,Lightning,GA,70,107,WA,88.0,130.0
12,45,3,Lightning,GA,87,126,C,69.0,139.0
12,45,3,Lightning,GA,77,124,C,14.0,175.0
12,45,3,Lightning,WA,78,110,GA,80.0,155.0
12,45,3,Lightning,WA,31,113,GA,13.0,149.0
12,45,3,Lightning,GA,23,127,,,
12,45,4,Lightning,WD,45,81,WA,21.0,103.0
12,45,4,Lightning,WD,77,98,GA,73.0,124.0
12,45,4,Lightning,WA,71,122,GA,87.0,157.0
12,45,4,Lightning,WD,58,81,GA,91.0,127.0
12,45,4,Lightning,GA,20,128,WA,46.0,140.0
12,45,4,Lightning,WA,82,101,GD,10.0,115.0
12,45,4,Lightning,WD,93,109,GA,94.0,128.0
12,45,4,Lightning,WD,9,122,WA,9.0,151.0
12,45,4,Lightning,WA,22,126,GA,13.0,168.0
12,45,4,Lightning,GA,85,124,WA,62.0,130.0
12,45,4,Lightning,WA,90,126,GA,81.0,177.0
12,45,4,Lightning,WD,65,117,WA,42.0,164.0
12,45,4,Lightning,GA,85,126,WA,95.0,148.0
12,45,4,Lightning,GA,23,129,WA,44.0,123.0
12,45,4,Lightning,WA,24,126,,,
12,46,1,Magpies,GA,69,124,WA,16.0,139.0
12,46,1,Magpies,GD,65,119,C,18.0,126.0
12,46,1,Magpies,WA,28,124,GA,20.0,153.0
12,46,1,Magpies,WA,25,125,C,13.0,174.0
12,46,1,Magpies,WA,24,127,WD,51.0,127.0
12,46,1,Magpies,GD,63,91,WA,76.0,129.0
12,46,1,Magpies,GA,54,120,GS,44.0,189.0
12,46,1,Magpies,WA,33,131,GS,14.0,196.0
12,46,1,Magpies,GD,22,118,WA,9.0,144.0
12,46,1,Magpies,WA,50,123,GS,17.0,171.0
12,46,1,Magpies,WA,30,116,C,20.0,139.0
12,46,1,Magpies,GA,11,132,WA,25.0,152.0
12,46,1,Magpies,WA,20,117,GA,10.0,148.0
12,46,1,Magpies,WA,30,113,GA,17.0,171.0
12,46,1,Magpies,WA,12,127,GA,9.0,152.0
12,46,1,Magpies,GA,8,122,GD,80.0,116.0
12,46,1,Magpies,WA,55,127,,,
12,46,2,Magpies,WA,84,119,GA,90.0,159.0
12,46,2,Magpies,WA,27,122,GS,59.0,187.0
12,46,2,Magpies,WA,22,118,C,22.0,172.0
12,46,2,Magpies,WA,97,111,GA,90.0,169.0
12,46,2,Magpies,WA,52,125,GA,17.0,190.0
12,46,2,Magpies,GA,37,124,WA,23.0,164.0
12,46,2,Magpies,WD,38,113,WA,16.0,142.0
12,46,2,Magpies,WA,21,127,GA,22.0,180.0
12,46,2,Magpies,WD,11,119,GD,90.0,110.0
12,46,2,Magpies,WA,84,115,,,
12,46,3,Magpies,GA,65,127,GD,6.0,106.0
12,46,3,Magpies,WA,29,113,WD,8.0,99.0
12,46,3,Magpies,UNKNOWN,32,127,GA,11.0,182.0
12,46,3,Magpies,GA,67,124,WA,16.0,169.0
12,46,3,Magpies,WA,36,111,GS,9.0,148.0
12,46,3,Magpies,WD,81,117,C,60.0,114.0
12,46,3,Magpies,GA,67,124,C,46.0,123.0
12,46,3,Magpies,WD,73,101,GA,79.0,140.0
12,46,3,Magpies,WA,78,119,C,61.0,121.0
12,46,3,Magpies,WA,40,120,GA,28.0,146.0
12,46,3,Magpies,GA,60,121,WD,60.0,89.0
12,46,3,Magpies,WA,74,109,WD,73.0,125.0
12,46,3,Magpies,WA,29,116,GA,11.0,144.0
12,46,3,Magpies,WA,82,123,,,
12,46,4,Magpies,GA,55,125,C,28.0,152.0
12,46,4,Magpies,WA,16,117,C,11.0,150.0
12,46,4,Magpies,UNKNOWN,52,123,C,24.0,104.0
12,46,4,Magpies,WA,75,127,WD,60.0,107.0
12,46,4,Magpies,GA,35,126,GA,68.0,182.0
12,46,4,Magpies,WD,21,122,WA,46.0,129.0
12,46,4,Magpies,WA,28,119,C,45.0,129.0
12,46,4,Magpies,GA,87,122,,,
12,46,4,Magpies,GA,83,127,C,30.0,167.0
12,46,4,Magpies,WA,75,119,GD,43.0,101.0
12,46,4,Magpies,GD,70,89,WA,92.0,108.0
12,46,4,Magpies,GA,92,122,WA,87.0,156.0
12,46,4,Magpies,WA,94,124,WD,83.0,122.0
12,46,4,Magpies,GA,84,121,,,
12,46,1,Swifts,GA,94,126,GD,81.0,102.0
12,46,1,Swifts,WD,32,93,GD,89.0,105.0
12,46,1,Swifts,WA,16,123,GD,20.0,100.0
12,46,1,Swifts,GA,50,122,WA,37.0,148.0
12,46,1,Swifts,GA,96,121,WA,85.0,156.0
12,46,1,Swifts,UNKNOWN,46,120,,,
12,46,1,Swifts,WD,19,94,C,38.0,99.0
12,46,1,Swifts,GA,90,125,GA,80.0,194.0
12,46,1,Swifts,GA,46,126,WA,21.0,180.0
12,46,1,Swifts,WA,39,113,GA,25.0,153.0
12,46,1,Swifts,GA,82,124,GD,78.0,109.0
12,46,1,Swifts,GA,88,124,WA,92.0,145.0
12,46,1,Swifts,WA,31,117,GA,86.0,139.0
12,46,1,Swifts,GD,32,85,,,
12,46,2,Swifts,GA,76,122,GD,61.0,94.0
12,46,2,Swifts,WA,74,124,GA,82.0,152.0
12,46,2,Swifts,GA,70,124,C,51.0,128.0
12,46,2,Swifts,GA,76,126,WA,83.0,155.0
12,46,2,Swifts,GA,37,128,WA,72.0,175.0
12,46,2,Swifts,WA,62,118,GA,22.0,136.0
12,46,2,Swifts,GA,74,112,GD,8.0,107.0
12,46,2,Swifts,WA,75,122,C,63.0,139.0
12,46,2,Swifts,WA,79,106,C,48.0,126.0
12,46,2,Swifts,WA,70,124,,,
12,46,3,Swifts,WD,27,118,C,29.0,143.0
12,46,3,Swifts,WA,84,117,WD,23.0,127.0
12,46,3,Swifts,GA,85,128,C,72.0,140.0
12,46,3,Swifts,GA,47,119,WA,30.0,136.0
12,46,3,Swifts,WA,96,108,C,62.0,112.0
12,46,3,Swifts,WA,46,119,GA,20.0,139.0
12,46,3,Swifts,GA,56,126,WA,53.0,143.0
12,46,3,Swifts,GA,87,121,C,57.0,142.0
12,46,3,Swifts,UNKNOWN,32,130,WA,20.0,158.0
12,46,3,Swifts,WA,88,128,C,81.0,165.0
12,46,3,Swifts,GA,61,122,GD,90.0,99.0
12,46,3,Swifts,WD,34,120,GS,22.0,175.0
12,46,3,Swifts,WA,52,121,GA,91.0,152.0
12,46,3,Swifts,WA,24,125,C,35.0,136.0
12,46,3,Swifts,WA,20,116,,,
12,46,4,Swifts,WA,72,122,GD,57.0,87.0
12,46,4,Swifts,GA,66,120,C,26.0,157.0
12,46,4,Swifts,WD,35,90,WA,55.0,112.0
12,46,4,Swifts,GA,58,126,GD,88.0,111.0
12,46,4,Swifts,GA,34,127,GS,54.0,193.0
12,46,4,Swifts,WA,46,125,GA,13.0,154.0
12,46,4,Swifts,GA,56,121,WD,37.0,93.0
12,46,4,Swifts,GA,60,126,,,
12,46,4,Swifts,WA,73,99,GD,58.0,79.0
12,46,4,Swifts,WA,27,114,,,
12,46,4,Swifts,GA,76,124,WA,78.0,175.0
12,46,4,Swifts,WD,22,124,GS,45.0,192.0
12,46,4,Swifts,WA,72,126,C,55.0,124.0
12,46,4,Swifts,WA,61,119,,,
12,47,1,Vixens,WA,12,122,C,48.0,139.0
12,47,1,Vixens,WA,23,127,WA,48.0,152.0
12,47,1,Vixens,GA,26,116,WA,26.0,152.0
12,47,1,Vixens,WA,40,124,GS,35.0,151.0
12,47,1,Vixens,GA,33,123,,,
12,47,1,Vixens,WD,18,89,WA,19.0,107.0
12,47,1,Vixens,WA,52,120,WD,25.0,108.0
12,47,1,Vixens,WA,33,124,C,52.0,132.0
12,47,1,Vixens,GA,36,120,WD,96.0,122.0
12,47,1,Vixens,WA,52,126,GD,23.0,127.0
12,47,1,Vixens,WA,53,122,WA,44.0,151.0
12,47,1,Vixens,GA,82,118,WA,72.0,145.0
12,47,1,Vixens,WD,68,101,C,23.0,121.0
12,47,1,Vixens,GA,91,128,,,
12,47,2,Vixens,GA,74,124,WD,21.0,97.0
12,47,2,Vixens,GA,72,118,GS,56.0,191.0
12,47,2,Vixens,GA,35,119,GA,37.0,194.0
12,47,2,Vixens,WA,83,110,GD,57.0,119.0
12,47,2,Vixens,WA,24,126,GA,45.0,143.0
12,47,2,Vixens,GD,29,108,GA,28.0,131.0
12,47,2,Vixens,GA,29,120,WA,35.0,124.0
12,47,2,Vixens,GA,35,116,GA,38.0,187.0
12,47,2,Vixens,GA,29,112,C,38.0,128.0
12,47,2,Vixens,GA,74,122,WD,79.0,99.0
12,47,2,Vixens,WA,43,114,GA,74.0,143.0
12,47,2,Vixens,WA,62,118,C,81.0,139.0
12,47,2,Vixens,WD,74,108,GA,77.0,126.0
12,47,2,Vixens,GA,79,120,WA,79.0,174.0
12,47,2,Vixens,WA,56,120,,,
12,47,3,Vixens,WA,29,125,GA,76.0,126.0
12,47,3,Vixens,WA,76,119,GA,48.0,122.0
12,47,3,Vixens,WA,42,119,GS,49.0,166.0
12,47,3,Vixens,WA,49,124,C,56.0,138.0
12,47,3,Vixens,WA,34,120,GA,27.0,158.0
12,47,3,Vixens,WA,74,115,,,
12,47,3,Vixens,WA,33,118,WD,79.0,104.0
12,47,3,Vixens,WA,23,131,C,37.0,156.0
12,47,3,Vixens,WA,53,123,GS,51.0,164.0
12,47,3,Vixens,WD,28,93,WA,14.0,111.0
12,47,3,Vixens,GA,77,118,C,66.0,124.0
12,47,3,Vixens,GA,37,122,WA,22.0,178.0
12,47,3,Vixens,WA,35,118,GD,21.0,104.0
12,47,3,Vixens,GA,89,126,WA,44.0,165.0
12,47,3,Vixens,WA,49,120,,,
12,47,4,Vixens,WA,37,113,GA,8.0,139.0
12,47,4,Vixens,WD,62,92,WA,83.0,116.0
12,47,4,Vixens,WA,61,125,WD,35.0,96.0
12,47,4,Vixens,WA,74,118,GD,72.0,130.0
12,47,4,Vixens,GA,19,127,GA,56.0,184.0
12,47,4,Vixens,WA,66,112,GS,57.0,164.0
12,47,4,Vixens,WA,24,108,C,4.0,145.0
12,47,4,Vixens,GA,67,111,C,37.0,121.0
12,47,4,Vixens,WA,12,123,WD,68.0,123.0
12,47,4,Vixens,WA,63,112,GS,76.0,173.0
12,47,4,Vixens,WA,23,127,WD,72.0,124.0
12,47,4,Vixens,WD,74,95,,,
12,47,1,Giants,GD,82,123,WA,87.0,177.0
12,47,1,Giants,WA,79,125,GS,79.0,171.0
12,47,1,Giants,GD,75,113,WA,87.0,176.0
12,47,1,Giants,WA,9,126,C,28.0,129.0
12,47,1,Giants,GD,80,113,WA,84.0,191.0
12,47,1,Giants,WA,9,124,GS,78.0,150.0
12,47,1,Giants,GA,74,120,WA,83.0,174.0
12,47,1,Giants,GD,31,78,C,11.0,117.0
12,47,1,Giants,GA,15,129,,,
12,47,1,Giants,WD,35,111,GS,34.0,194.0
12,47,1,Giants,WA,78,128,GS,17.0,151.0
12,47,1,Giants,WD,27,100,C,48.0,118.0
12,47,1,Giants,WA,76,117,GS,78.0,160.0
12,47,1,Giants,GA,83,122,,,
12,47,2,Giants,WD,38,115,WA,92.0,114.0
12,47,2,Giants,WA,25,125,GA,27.0,165.0
12,47,2,Giants,GA,25,126,C,45.0,126.0
12,47,2,Giants,WA,65,119,GA,22.0,179.0
12,47,2,Giants,WA,44,120,C,65.0,117.0
12,47,2,Giants,WA,94,128,GS,96.0,162.0
12,47,2,Giants,GA,56,123,C,81.0,149.0
12,47,2,Giants,WD,16,112,GA,18.0,149.0
12,47,2,Giants,GA,90,124,C,73.0,126.0
12,47,2,Giants,WA,83,108,GA,37.0,167.0
12,47,2,Giants,GA,39,128,,,
12,47,2,Giants,GA,94,132,GD,79.0,129.0
12,47,2,Giants,WA,76,126,,,
12,47,3,Giants,GD,17,102,C,39.0,118.0
12,47,3,Giants,GA,85,120,WA,53.0,139.0
12,47,3,Giants,WA,33,117,GA,17.0,153.0
12,47,3,Giants,GD,74,120,GS,76.0,157.0
12,47,3,Giants,GD,76,119,C,75.0,156.0
12,47,3,Giants,GA,87,125,C,66.0,128.0
12,47,3,Giants,GA,21,130,C,8.0,142.0
12,47,3,Giants,GD,75,119,WA,82.0,141.0
12,47,3,Giants,GA,12,130,C,30.0,137.0
12,47,3,Giants,GA,10,129,WA,68.0,169.0
12,47,3,Giants,WA,8,106,GD,20.0,74.0
12,47,3,Giants,GA,71,111,GD,15.0,109.0
12,47,3,Giants,GD,73,82,WA,16.0,89.0
12,47,3,Giants,GA,82,103,,,
12,47,4,Giants,WA,8,121,WD,17.0,100.0
12,47,4,Giants,GA,24,120,C,48.0,119.0
12,47,4,Giants,GA,71,112,WA,89.0,179.0
12,47,4,Giants,WD,66,91,WA,78.0,161.0
12,47,4,Giants,WD,39,106,C,36.0,147.0
12,47,4,Giants,GA,87,117,GD,73.0,84.0
12,47,4,Giants,UNKNOWN,26,118,C,16.0,146.0
12,47,4,Giants,GA,67,113,WD,68.0,118.0
12,47,4,Giants,GA,92,121,C,90.0,165.0
12,47,4,Giants,WA,54,124,GS,50.0,185.0
12,47,4,Giants,WA,12,123,GD,63.0,88.0
12,47,4,Giants,WD,68,115,WA,78.0,158.0
12,47,4,Giants,GA,28,124,,,
12,48,1,Fever,WA,23,113,GS,76.0,195.0
12,48,1,Fever,GA,77,125,WA,64.0,139.0
12,48,1,Fever,WA,89,95,WD,75.0,81.0
12,48,1,Fever,GA,84,124,WA,78.0,154.0
12,48,1,Fever,WA,94,115,C,77.0,146.0
12,48,1,Fever,GA,87,107,WD,71.0,104.0
12,48,1,Fever,WA,98,123,GA,84.0,131.0
12,48,1,Fever,WA,31,99,,,
12,48,1,Fever,GD,35,112,GA,23.0,128.0
12,48,1,Fever,WD,67,98,GA,73.0,125.0
12,48,1,Fever,UNKNOWN,49,126,GS,62.0,190.0
12,48,1,Fever,WA,27,116,C,45.0,131.0
12,48,1,Fever,GA,93,122,,,
12,48,2,Fever,WA,34,105,GD,31.0,81.0
12,48,2,Fever,GA,69,123,,,
12,48,2,Fever,WA,33,127,GA,40.0,136.0
12,48,2,Fever,WA,31,112,WD,45.0,130.0
12,48,2,Fever,WD,71,94,WA,84.0,130.0
12,48,2,Fever,GD,61,79,C,29.0,79.0
12,48,2,Fever,WA,36,116,GS,53.0,189.0
12,48,2,Fever,GA,25,96,WD,30.0,117.0
12,48,2,Fever,GA,77,121,WA,85.0,184.0
12,48,2,Fever,GA,73,106,WA,75.0,147.0
12,48,2,Fever,WA,79,112,GD,29.0,125.0
12,48,2,Fever,WA,32,109,C,51.0,121.0
12,48,2,Fever,GD,40,121,WA,25.0,157.0
12,48,2,Fever,WA,79,118,,,
12,48,3,Fever,WA,33,115,GD,37.0,90.0
12,48,3,Fever,WA,73,120,GD,72.0,95.0
12,48,3,Fever,WA,27,124,GA,84.0,142.0
12,48,3,Fever,GD,69,86,C,52.0,87.0
12,48,3,Fever,WA,35,113,GD,41.0,95.0
12,48,3,Fever,GD,54,81,WD,79.0,88.0
12,48,3,Fever,WA,88,113,GD,70.0,94.0
12,48,3,Fever,WD,28,95,GD,65.0,87.0
12,48,3,Fever,GD,96,117,WD,72.0,103.0
12,48,3,Fever,WA,86,123,WD,84.0,109.0
12,48,3,Fever,GA,24,126,,,
12,48,4,Fever,GA,76,125,,,
12,48,4,Fever,GA,84,122,WA,86.0,171.0
12,48,4,Fever,WD,81,96,GD,64.0,109.0
12,48,4,Fever,GA,14,127,WA,27.0,151.0
12,48,4,Fever,WA,72,122,GA,58.0,184.0
12,48,4,Fever,WA,29,115,GA,55.0,128.0
12,48,4,Fever,GA,84,122,WA,66.0,144.0
12,48,4,Fever,GD,60,83,WD,55.0,108.0
12,48,4,Fever,WD,33,83,GD,48.0,94.0
12,48,4,Fever,WA,73,123,GA,83.0,152.0
12,48,4,Fever,GD,18,93,,,
12,48,1,Firebirds,GA,73,124,,,
12,48,1,Firebirds,WA,19,112,GA,34.0,127.0
12,48,1,Firebirds,WD,33,89,GA,15.0,161.0
12,48,1,Firebirds,WA,34,112,GS,17.0,179.0
12,48,1,Firebirds,WA,80,124,C,66.0,125.0
12,48,1,Firebirds,WA,32,132,WA,31.0,139.0
12,48,1,Firebirds,GA,12,127,,,
12,48,1,Firebirds,WA,69,122,GA,10.0,136.0
12,48,1,Firebirds,GA,14,127,C,27.0,135.0
12,48,1,Firebirds,WD,66,111,,,
12,48,1,Firebirds,GA,69,109,,,
12,48,2,Firebirds,WD,55,84,GK,48.0,64.0
12,48,2,Firebirds,GA,60,123,WA,27.0,171.0
12,48,2,Firebirds,GA,16,129,GS,57.0,197.0
12,48,2,Firebirds,GA,18,129,WD,87.0,124.0
12,48,2,Firebirds,WA,83,127,WD,66.0,130.0
12,48,2,Firebirds,GA,28,126,GD,25.0,101.0
12,48,2,Firebirds,GA,92,119,,,
