url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,outlinks,hashtags,username
https://twitter.com/WestCoastFever/status/1439851592740573184,2021-09-20 17:19:05+10:00,When other SSN teams make announcements today and we're just like… #SSNSignings #SSNTrade https://t.co/Wz7LUGwmpl,When other SSN teams make announcements today and we're just like… #SSNSignings #SSNTrade https://t.co/Wz7LUGwmpl,1439851592740573184,2,12,146,3,1439851592740573184,en,,"['SSNSignings', 'SSNTrade']",WestCoastFever
https://twitter.com/WestCoastFever/status/1438442148056035328,2021-09-16 19:58:27+10:00,"The third card in our collection is Verity Charles! 💚

Vez is a key Fever player and we are so excited that she has re-signed with us!

Read more over on our website – https://t.co/Gpc69u700B

3 cards collected, 7 to go...

#SSNSignings #SSNTrade https://t.co/fqq4n5Whfr","The third card in our collection is Verity Charles! 💚

Vez is a key Fever player and we are so excited that she has re-signed with us!

Read more over on our website – westcoastfever.com.au/news/verity-ch…

3 cards collected, 7 to go...

#SSNSignings #SSNTrade https://t.co/fqq4n5Whfr",1438442148056035328,2,7,99,4,1438442148056035328,en,['https://westcoastfever.com.au/news/verity-charles-re-commits-fever'],"['SSNSignings', 'SSNTrade']",WestCoastFever
https://twitter.com/WestCoastFever/status/1437718600496795648,2021-09-14 20:03:20+10:00,"We couldn't keep you waiting... card number 2 is Jhaniele Fowler! 💚

Jhaniele has been with us for 4 seasons and we are stoked to have her for number 5 👏

Read more about our first 2 signings over on our website! https://t.co/dnV5v1FX7V

Stay tuned 👀

#SSNSignings https://t.co/WWj4v4kizO","We couldn't keep you waiting... card number 2 is Jhaniele Fowler! 💚

Jhaniele has been with us for 4 seasons and we are stoked to have her for number 5 👏

Read more about our first 2 signings over on our website! westcoastfever.com.au/news/west-coas…

Stay tuned 👀

#SSNSignings https://t.co/WWj4v4kizO",1437718600496795648,6,18,109,3,1437718600496795648,en,['https://westcoastfever.com.au/news/west-coast-fever-re-sign-captain-and-reigning-mvp'],['SSNSignings'],WestCoastFever
https://twitter.com/WestCoastFever/status/1437717786134933514,2021-09-14 20:00:06+10:00,"The first card in our collection is our Captain Courtney Bruce 💚

We couldn't be happier to resign Court in her 11th year at the club!!

A very exciting start! Wonder who will be next… 😉🤷‍♀️

#SSNSignings https://t.co/OtJX2Ip4xA","The first card in our collection is our Captain Courtney Bruce 💚

We couldn't be happier to resign Court in her 11th year at the club!!

A very exciting start! Wonder who will be next… 😉🤷‍♀️

#SSNSignings https://t.co/OtJX2Ip4xA",1437717786134933514,10,20,137,7,1437717786134933514,en,,['SSNSignings'],WestCoastFever
https://twitter.com/WestCoastFever/status/1437641554592624644,2021-09-14 14:57:11+10:00,"💚 COLLECT THEM ALL 💚

We are excited to start announcing our 2022 squad very soon...

Collect all 10 digital trading cards for the full set 😉

#sorrynotrealtradingcards 
#SSNSignings https://t.co/nQoScETLM1","💚 COLLECT THEM ALL 💚

We are excited to start announcing our 2022 squad very soon...

Collect all 10 digital trading cards for the full set 😉

#sorrynotrealtradingcards 
#SSNSignings https://t.co/nQoScETLM1",1437641554592624644,6,7,87,8,1437641554592624644,en,,"['sorrynotrealtradingcards', 'SSNSignings']",WestCoastFever
https://twitter.com/WestCoastFever/status/1435060210184327170,2021-09-07 11:59:50+10:00,Another six million reasons the 2021 @SuperNetball  Season was one to remember! A great result for our game. https://t.co/L07AbKBkfZ,Another six million reasons the 2021 @SuperNetball  Season was one to remember! A great result for our game. twitter.com/SuperNetball/s…,1435060210184327170,0,1,24,0,1435060210184327170,en,['https://twitter.com/SuperNetball/status/1435035304000299011'],,WestCoastFever
https://twitter.com/WestCoastFever/status/1434844558970343431,2021-09-06 21:42:55+10:00,Hear what our new Head Coach Dan Ryan had to say at today's Zoom media conference: https://t.co/DpVsh8tL2Q https://t.co/DTtjvdeDSn,Hear what our new Head Coach Dan Ryan had to say at today's Zoom media conference: vimeo.com/598617860 https://t.co/DTtjvdeDSn,1434844558970343431,2,8,71,8,1434844558970343431,en,['https://vimeo.com/598617860'],,WestCoastFever
https://twitter.com/WestCoastFever/status/1434671460904099841,2021-09-06 10:15:05+10:00,"Welcome to our new Head Coach @DanRyan84 we can't wait for you to get started!
Full details: https://t.co/7jJwymuzq3
#gotgrit https://t.co/5zwWx4QzbQ","Welcome to our new Head Coach @DanRyan84 we can't wait for you to get started!
Full details: westcoastfever.com.au/news/west-coas…
#gotgrit https://t.co/5zwWx4QzbQ",1434671460904099841,12,18,285,22,1434671460904099841,en,['https://westcoastfever.com.au/news/west-coast-fever-appoint-new-head-coach'],['gotgrit'],WestCoastFever
https://twitter.com/FirebirdsQld/status/1446377102287138819,2021-10-08 18:29:08+11:00,@GPBinNL @EboniBChambers All fixed now... too many clicks it seems.,@GPBinNL @EboniBChambers All fixed now... too many clicks it seems.,1446377102287138819,0,0,2,0,1446369994539892737,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446376809839300609,2021-10-08 18:27:58+11:00,"The 2022 Firebirds Squad is complete!

What a way to finalise our 10 than by signing former England captain and Commonwealth Games gold medalist Eboni Usoro-Brown.

Bring on next season!

READ: https://t.co/WnNlEL5bxM https://t.co/cR1sYacAVk","The 2022 Firebirds Squad is complete!

What a way to finalise our 10 than by signing former England captain and Commonwealth Games gold medalist Eboni Usoro-Brown.

Bring on next season!

READ: firebirds.net.au/news/england-i… https://t.co/cR1sYacAVk",1446376809839300609,0,4,105,0,1446376809839300609,en,['https://firebirds.net.au/news/england-international-headhunted-firebirds-goalkeeper'],,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446368552986968065,2021-10-08 17:55:09+11:00,"Thanks for the support @AnnastaciaMP , look forward to having you along to watch the Birdies and Eboni in 2022. 

P.s - congrats on your new appointment as Minister for the Olympics. https://t.co/R3LTG3GjoZ","Thanks for the support @AnnastaciaMP , look forward to having you along to watch the Birdies and Eboni in 2022. 

P.s - congrats on your new appointment as Minister for the Olympics. twitter.com/AnnastaciaMP/s…",1446368552986968065,0,2,40,1,1446368552986968065,en,['https://twitter.com/AnnastaciaMP/status/1446367072829591555'],,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446364359836385283,2021-10-08 17:38:30+11:00,@LizzyLegsEllis Thinking we will have to turn one of our VIP rooms into a creche 😂,@LizzyLegsEllis Thinking we will have to turn one of our VIP rooms into a creche 😂,1446364359836385283,1,1,19,0,1446361597044150272,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446363227420385283,2021-10-08 17:34:00+11:00,"@tamsingreenway @EboniBChambers Lovely words, Tamsin. 🙏💜","@tamsingreenway @EboniBChambers Lovely words, Tamsin. 🙏💜",1446363227420385283,0,0,11,0,1446362405441843243,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446361859871809537,2021-10-08 17:28:34+11:00,@fayehiggins1987 Don't forget little Georgie 😊,@fayehiggins1987 Don't forget little Georgie 😊,1446361859871809537,1,0,4,0,1446354525250412544,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446357112842424320,2021-10-08 17:09:42+11:00,@melly300313 That's a big yes from us.,@melly300313 That's a big yes from us.,1446357112842424320,1,0,11,0,1446345569211805700,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446354525250412544,2021-10-08 16:59:25+11:00,"Happy Friday everyone!

We just received this video in our DMs, let’s watch it together? 😊 https://t.co/UTL2rB8MZv","Happy Friday everyone!

We just received this video in our DMs, let’s watch it together? 😊 https://t.co/UTL2rB8MZv",1446354525250412544,25,33,420,49,1446354525250412544,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446059071128305671,2021-10-07 21:25:23+11:00,"Bit of a ‘working holiday’ on the Sunshine Coast for 3 of our favourites.

Proud to see Gretel Bueta, Kim Jenner &amp; Bobby putting in the hard yards at @AussieDiamonds camp 💚💛.

📸 Nelson Kahler👌🏽 https://t.co/xMKaaNwKUH","Bit of a ‘working holiday’ on the Sunshine Coast for 3 of our favourites.

Proud to see Gretel Bueta, Kim Jenner &amp; Bobby putting in the hard yards at @AussieDiamonds camp 💚💛.

📸 Nelson Kahler👌🏽 https://t.co/xMKaaNwKUH",1446059071128305671,1,4,57,0,1446059071128305671,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446020930321276932,2021-10-07 18:53:50+11:00,@collingwoodsn Well played 👏🏽,@collingwoodsn Well played 👏🏽,1446020930321276932,0,0,34,0,1446018023966478337,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1446018023966478337,2021-10-07 18:42:17+11:00,"We rate this hashtag 👏🏽😂

Got us thinking - if all teams get fully vaxed &amp; are asked for a hashtag… would we be the #Pfizerbirds? 🤷‍♀️ https://t.co/KBJXfF5ywd","We rate this hashtag 👏🏽😂

Got us thinking - if all teams get fully vaxed &amp; are asked for a hashtag… would we be the #Pfizerbirds? 🤷‍♀️ twitter.com/MelbourneVixen…",1446018023966478337,7,5,191,0,1446018023966478337,en,['https://twitter.com/MelbourneVixens/status/1445957196097867776'],['Pfizerbirds'],FirebirdsQld
https://twitter.com/FirebirdsQld/status/1445659337628663811,2021-10-06 18:56:59+11:00,"“I hope to still be a role model to young Indigenous kids out there who love sport and one day want to play at the elite level""

We love that Jemma Mi Mi re-signed for 2022. 

And that she's inspiring more indigenous players to play @SuperNetball 

READ: https://t.co/5gtTbNgYca https://t.co/S5mt9gSnmn","“I hope to still be a role model to young Indigenous kids out there who love sport and one day want to play at the elite level""

We love that Jemma Mi Mi re-signed for 2022. 

And that she's inspiring more indigenous players to play @SuperNetball 

READ: firebirds.net.au/news/silky-mid… https://t.co/S5mt9gSnmn",1445659337628663811,2,8,146,2,1445659337628663811,en,['https://firebirds.net.au/news/silky-midcourter-re-signs-another-season-firebirds'],,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1445644860988411911,2021-10-06 17:59:28+11:00,"Over the past few weeks Jemma Mi Mi has been visiting a number of remote indigenous communities.

On her last trip the silky wing attack shared some important info with them!

#SSNSignings https://t.co/wkfB4vcHCK","Over the past few weeks Jemma Mi Mi has been visiting a number of remote indigenous communities.

On her last trip the silky wing attack shared some important info with them!

#SSNSignings https://t.co/wkfB4vcHCK",1445644860988411911,9,19,282,20,1445644860988411911,en,,['SSNSignings'],FirebirdsQld
https://twitter.com/FirebirdsQld/status/1445530127010394112,2021-10-06 10:23:33+11:00,@ReganMunro_ Sounds like you are wanting to vote for the 10am-1pm time slot? Nice choice. We are ready for that.,@ReganMunro_ Sounds like you are wanting to vote for the 10am-1pm time slot? Nice choice. We are ready for that.,1445530127010394112,1,0,8,1,1445529072780472332,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1445219756613660674,2021-10-05 13:50:15+11:00,"Love your work @joannacfisher 👏

Let us see what we can do to help our international fans  rep the purple! https://t.co/z4gLTvjJnY","Love your work @joannacfisher 👏

Let us see what we can do to help our international fans  rep the purple! twitter.com/joannacfisher/…",1445219756613660674,0,2,32,0,1445219756613660674,en,['https://twitter.com/joannacfisher/status/1445106895526711299'],,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1445208755482681344,2021-10-05 13:06:32+11:00,"Update: We tried to post our next player announcements and it seemed to have crashed Facebook &amp; Instagram 😳.

Apologies for that!

We are just trying to reschedule now that all socials are back up and running.

Will keep you posted - thinking next couple of days.","Update: We tried to post our next player announcements and it seemed to have crashed Facebook &amp; Instagram 😳.

Apologies for that!

We are just trying to reschedule now that all socials are back up and running.

Will keep you posted - thinking next couple of days.",1445208755482681344,7,5,108,5,1445208755482681344,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1444111096361619463,2021-10-02 11:24:50+10:00,@CoachLisaA I’m glad you could confirm that. Seems to have started a convo 😂,@CoachLisaA I’m glad you could confirm that. Seems to have started a convo 😂,1444111096361619463,0,0,10,1,1444062406557126657,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443854030065717252,2021-10-01 18:23:20+10:00,@lexilegs99 Awks for her.,@lexilegs99 Awks for her.,1443854030065717252,0,0,24,0,1443769946706645003,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443836296057655300,2021-10-01 17:12:52+10:00,@simonemonique28 @alliecollyer @meganmaurice I knew it must be a Victorian/regional Victorian term,@simonemonique28 @alliecollyer @meganmaurice I knew it must be a Victorian/regional Victorian term,1443836296057655300,1,0,0,0,1443819357407117317,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443822514421915648,2021-10-01 16:18:07+10:00,@georgiadoyle258 One would say there is a difference between signings and announcements. Watch this space 😊,@georgiadoyle258 One would say there is a difference between signings and announcements. Watch this space 😊,1443822514421915648,1,1,10,0,1443819859809226761,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443818993312169984,2021-10-01 16:04:07+10:00,"Queensland will be well represented in @SuperNetball in 2022.

Fun Fact Friday - six of the goalies across SSN being Queensland pathway products.

READ: https://t.co/6LM5G4qj2Z https://t.co/o8JaprEQ3q","Queensland will be well represented in @SuperNetball in 2022.

Fun Fact Friday - six of the goalies across SSN being Queensland pathway products.

READ: qld.netball.com.au/news/netball-q… https://t.co/o8JaprEQ3q",1443818993312169984,2,1,29,6,1443818993312169984,en,['https://qld.netball.com.au/news/netball-queensland-pathways-produce-further-ssn-talent'],,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443762473832566792,2021-10-01 12:19:32+10:00,"@lexilegs99 Think everyone misses Geitzy in purple or SSN for that matter. Star! But no DMS to her, be patient.","@lexilegs99 Think everyone misses Geitzy in purple or SSN for that matter. Star! But no DMS to her, be patient.",1443762473832566792,2,0,16,2,1443761522472226828,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443761810906042371,2021-10-01 12:16:54+10:00,@Jenniferwoodbr5 Good things come to those who wait 😊,@Jenniferwoodbr5 Good things come to those who wait 😊,1443761810906042371,0,0,1,0,1442013397973753858,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1443696311107153943,2021-10-01 07:56:37+10:00,@doonah72 Awesome work! All the best with it.,@doonah72 Awesome work! All the best with it.,1443696311107153943,0,0,1,0,1443468732232179717,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1442303032620847110,2021-09-27 11:40:14+10:00,"Queensland Firebirds thank Reilley Batcheldor for her contribution to the club as a training partner in 2021.

She has informed the club she has accepted a contract to further her career elsewhere. 

As a promising young player with a bright future we wish her all the best 💜. https://t.co/RhJbqEHPbH","Queensland Firebirds thank Reilley Batcheldor for her contribution to the club as a training partner in 2021.

She has informed the club she has accepted a contract to further her career elsewhere. 

As a promising young player with a bright future we wish her all the best 💜. https://t.co/RhJbqEHPbH",1442303032620847110,2,2,92,8,1442303032620847110,en,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1442031406633218057,2021-09-26 17:40:53+10:00,"We have locked in a big piece of the puzzle in our quest to play finals in 2022, with Gretel Bueta re-signing.

READ: https://t.co/XplHCQhnJS https://t.co/8j9bSHZnme","We have locked in a big piece of the puzzle in our quest to play finals in 2022, with Gretel Bueta re-signing.

READ: firebirds.net.au/news/firebirds… https://t.co/8j9bSHZnme",1442031406633218057,0,7,96,0,1442031406633218057,en,['https://firebirds.net.au/news/firebirds-re-sign-diamonds-star-quest-finals-return'],,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1442013397973753858,2021-09-26 16:29:20+10:00,"We have been holding off on this one because Gretel &amp; Bobby wanted to share their exciting announcement together 🥰.

#SSNTrade #SSNSignings https://t.co/6HWqVdH7Ma","We have been holding off on this one because Gretel &amp; Bobby wanted to share their exciting announcement together 🥰.

#SSNTrade #SSNSignings https://t.co/6HWqVdH7Ma",1442013397973753858,4,15,264,11,1442013397973753858,en,,"['SSNTrade', 'SSNSignings']",FirebirdsQld
https://twitter.com/FirebirdsQld/status/1442005604952731652,2021-09-26 15:58:22+10:00,@sportznut67 @georgiadoyle258 🤷🏼‍♀️,@sportznut67 @georgiadoyle258 🤷🏼‍♀️,1442005604952731652,0,0,1,0,1442001688647254026,und,,,FirebirdsQld
https://twitter.com/FirebirdsQld/status/1442000348252545029,2021-09-26 15:37:28+10:00,We have a special announcement for you at 4:30pm today! https://t.co/L4tfhSxCUl,We have a special announcement for you at 4:30pm today! https://t.co/L4tfhSxCUl,1442000348252545029,3,3,59,2,1442000348252545029,en,,,FirebirdsQld
