url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,outlinks,hashtags,username
https://twitter.com/goldfishingg/status/1446403686301798403,2021-10-08 09:14:46+00:00,"Things I’ve learnt from the #SSNTrade period:
1. @FirebirdsQld have no concept of time
2. The @NSWSwifts social media team have my heart forever
3. Netball Twitter is the best thing that’s happened to me this year #netballchaos","Things I’ve learnt from the #SSNTrade period:
1. @FirebirdsQld have no concept of time
2. The @NSWSwifts social media team have my heart forever
3. Netball Twitter is the best thing that’s happened to me this year #netballchaos",1446403686301798403,0,2,32,0,1446403686301798403,en,,"['SSNTrade', 'netballchaos']",goldfishingg
https://twitter.com/JorjaHill5/status/1446400710879297540,2021-10-08 09:02:56+00:00,From my count 16/80 players in the upcoming season will be internationals  Considering that only 1 new international was signed and 5 did not resign we have more Aussie talent in the competition this year compared to last! Overall 5% down in internationals #netball #ssn #ssntrade,From my count 16/80 players in the upcoming season will be internationals  Considering that only 1 new international was signed and 5 did not resign we have more Aussie talent in the competition this year compared to last! Overall 5% down in internationals #netball #ssn #ssntrade,1446400710879297540,0,0,0,0,1446400710879297540,en,,"['netball', 'ssn', 'ssntrade']",JorjaHill5
https://twitter.com/MConallin/status/1446386683528634368,2021-10-08 08:07:12+00:00,"🧵Now that #SSNTrade is over why not throw out some grades for how each team did!
Vixens - A - added talent to an already packed squad, kept 💎 
Swifts - A - kept core squad that has won 2 out of last 3 titles. Solid. 
1/3 #SSNTrade","🧵Now that #SSNTrade is over why not throw out some grades for how each team did!
Vixens - A - added talent to an already packed squad, kept 💎 
Swifts - A - kept core squad that has won 2 out of last 3 titles. Solid. 
1/3 #SSNTrade",1446386683528634368,2,0,4,0,1446386683528634368,en,,"['SSNTrade', 'SSNTrade']",MConallin
https://twitter.com/georgiadoyle258/status/1446382605872480258,2021-10-08 07:51:00+00:00,"Now that #SSNTrade is finished, I’ve run my eye over every team together and dissected them ahead of the 2022 season. Coming soon to a Twitter feed near you 👀 https://t.co/3r0REsEz0T","Now that #SSNTrade is finished, I’ve run my eye over every team together and dissected them ahead of the 2022 season. Coming soon to a Twitter feed near you 👀 twitter.com/TheNetball_Pos…",1446382605872480258,0,1,19,0,1446382605872480258,en,['https://twitter.com/TheNetball_Post/status/1446381921420779525'],['SSNTrade'],georgiadoyle258
https://twitter.com/TheNetball_Post/status/1446381921420779525,2021-10-08 07:48:17+00:00,Keep an eye out over the weekend for @georgiadoyle258's match report for each team! #SSNTrade,Keep an eye out over the weekend for @georgiadoyle258's match report for each team! #SSNTrade,1446381921420779525,0,2,6,1,1446380690958733313,en,,['SSNTrade'],TheNetball_Post
https://twitter.com/TheNetball_Post/status/1446380971540901888,2021-10-08 07:44:30+00:00,@SuperNetball 🔒The last player locked in was England Rose Defender Eboni Usuro-Brown for the @FirebirdsQld #SSNTrade #SSNSignings https://t.co/0XabTU15gJ,@SuperNetball 🔒The last player locked in was England Rose Defender Eboni Usuro-Brown for the @FirebirdsQld #SSNTrade #SSNSignings https://t.co/0XabTU15gJ,1446380971540901888,1,1,23,0,1446380690958733313,en,,"['SSNTrade', 'SSNSignings']",TheNetball_Post
https://twitter.com/TheNetball_Post/status/1446380690958733313,2021-10-08 07:43:23+00:00,"🔒The 2022 @SuperNetball teams are all LOCKED IN. Who was your favourite and what was the biggest move for you? 
#SSNTrade #SSNSignings https://t.co/uEaqHVSL58","🔒The 2022 @SuperNetball teams are all LOCKED IN. Who was your favourite and what was the biggest move for you? 
#SSNTrade #SSNSignings https://t.co/uEaqHVSL58",1446380690958733313,5,3,29,4,1446380690958733313,en,,"['SSNTrade', 'SSNSignings']",TheNetball_Post
https://twitter.com/NDonnicole/status/1446380651637207045,2021-10-08 07:43:14+00:00,"Now that SSN signing period is complete, who do we hope gets picked up O/S?
#SSNSignings","Now that SSN signing period is complete, who do we hope gets picked up O/S?
#SSNSignings",1446380651637207045,1,0,0,0,1446380651637207045,en,,['SSNSignings'],NDonnicole
https://twitter.com/ReganMunro_/status/1446377203931828224,2021-10-08 07:29:32+00:00,ALL DONE AND READY TO PLAY! There are still some further announcements re training players to be made in the coming weeks however here are the teams contracted players for SSN 2022!. #SSNTrade #netballchaos https://t.co/S0V8Bq9mh9,ALL DONE AND READY TO PLAY! There are still some further announcements re training players to be made in the coming weeks however here are the teams contracted players for SSN 2022!. #SSNTrade #netballchaos https://t.co/S0V8Bq9mh9,1446377203931828224,2,6,35,0,1446377203931828224,en,,"['SSNTrade', 'netballchaos']",ReganMunro_
https://twitter.com/EmmaGreenwood12/status/1446376183365394434,2021-10-08 07:25:29+00:00,"#SSNTrade 
Need a recap now it’s all over? Every trade, every player. https://t.co/2Nwcnq7Ivp","#SSNTrade 
Need a recap now it’s all over? Every trade, every player. twitter.com/EmmaGreenwood1…",1446376183365394434,0,2,19,1,1446376183365394434,en,['https://twitter.com/EmmaGreenwood12/status/1446365527031508998'],['SSNTrade'],EmmaGreenwood12
https://twitter.com/innersanctum_au/status/1446370059207655426,2021-10-08 07:01:09+00:00,"The @FirebirdsQld closed off the #SSNSignings period with a big move, adding @EboniBChambers
(Eboni Usoro-Brown) to the roster for 2022, as the final signing of the period. #SSNTrade

Story by @ellymc24

https://t.co/SrytU1Zuhl","The @FirebirdsQld closed off the #SSNSignings period with a big move, adding @EboniBChambers
(Eboni Usoro-Brown) to the roster for 2022, as the final signing of the period. #SSNTrade

Story by @ellymc24

theinnersanctum.com.au/signing-period…",1446370059207655426,0,0,8,1,1446370059207655426,en,['https://www.theinnersanctum.com.au/signing-period-finishes-with-a-bang-as-firebirds-sign-eboni-usoro-brown/'],"['SSNSignings', 'SSNTrade']",innersanctum_au
https://twitter.com/yeehawjackk/status/1446365561445703682,2021-10-08 06:43:16+00:00,76.25 percent of my #ssntrade predictions were correct. Wish my shooting accuracy was that high 😎😂,76.25 percent of my #ssntrade predictions were correct. Wish my shooting accuracy was that high 😎😂,1446365561445703682,0,1,10,0,1446365561445703682,en,,['ssntrade'],yeehawjackk
https://twitter.com/EmmaGreenwood12/status/1446365527031508998,2021-10-08 06:43:08+00:00,"SSN SIGNING NEWS: Firebirds become the only team to bring new international player into the competition this season, adding Eboni Usoro-Brown (new Beckford-Chambers) as their final player. 
📸 England Netball
https://t.co/xKq31TfAcR
#SSNTrade #Done https://t.co/rgMtnhgSRO","SSN SIGNING NEWS: Firebirds become the only team to bring new international player into the competition this season, adding Eboni Usoro-Brown (new Beckford-Chambers) as their final player. 
📸 England Netball
bit.ly/3ajQJxo
#SSNTrade #Done https://t.co/rgMtnhgSRO",1446365527031508998,0,1,4,1,1446365527031508998,en,['https://bit.ly/3ajQJxo'],"['SSNTrade', 'Done']",EmmaGreenwood12
https://twitter.com/STEVEFI14205588/status/1446365486820704260,2021-10-08 06:42:58+00:00,"Try telling that to aspiring diamond juniors. You can improve only to be pushed out by gs, gd, ga, gk imports. May as well aspire to play in Nz comp. It's not @WBBL #SSNSignings or maybe that's what they want??? https://t.co/qFL7udcCXq","Try telling that to aspiring diamond juniors. You can improve only to be pushed out by gs, gd, ga, gk imports. May as well aspire to play in Nz comp. It's not @WBBL #SSNSignings or maybe that's what they want??? twitter.com/sportznut67/st…",1446365486820704260,0,0,0,0,1446365486820704260,en,['https://twitter.com/sportznut67/status/1446357063186071554'],['SSNSignings'],STEVEFI14205588
https://twitter.com/overathirdpod/status/1446363962086363136,2021-10-08 06:36:55+00:00,"All eight @SuperNetball teams have now completed their playing rosters for season 2022. Training partner signing opens tomorrow (October 9), with athletes only able to sign for the upcoming season. 

To view final rosters and future TP signings: https://t.co/7vvIK9aeaO #SSNTrade","All eight @SuperNetball teams have now completed their playing rosters for season 2022. Training partner signing opens tomorrow (October 9), with athletes only able to sign for the upcoming season. 

To view final rosters and future TP signings: theinnersanctum.com.au/ssn-off-season… #SSNTrade",1446363962086363136,0,3,4,0,1446363962086363136,en,['https://www.theinnersanctum.com.au/ssn-off-season-hub/'],['SSNTrade'],overathirdpod
https://twitter.com/RenInOz/status/1446359410624712706,2021-10-08 06:18:50+00:00,Finally! #SSNTrade https://t.co/ejWvSXs9Cp,Finally! #SSNTrade https://t.co/ejWvSXs9Cp,1446359410624712706,0,0,18,0,1446359410624712706,en,,['SSNTrade'],RenInOz
https://twitter.com/NetballScoop/status/1446358745986965504,2021-10-08 06:16:11+00:00,"We finally have it! 

The final player for @FirebirdsQld and this years #SSNSignings period is confirmed. 

English defender Eboni Usoro-Brown returns to Australia for season 2022 after previously playing in the ANZ Championship. 

📸 Ben Lumley | England Netball https://t.co/JSZrDE542t","We finally have it! 

The final player for @FirebirdsQld and this years #SSNSignings period is confirmed. 

English defender Eboni Usoro-Brown returns to Australia for season 2022 after previously playing in the ANZ Championship. 

📸 Ben Lumley | England Netball https://t.co/JSZrDE542t",1446358745986965504,1,7,113,1,1446358745986965504,en,,['SSNSignings'],NetballScoop
https://twitter.com/AtkinsonDRose/status/1446358079327518732,2021-10-08 06:13:32+00:00,I do love the drama but this comment here to me screams ‘we need to fix our perceived culture’ due to the unexpected departures from our team 🙈 #ssntrade #SSNSignings https://t.co/2MFO8J1jhy,I do love the drama but this comment here to me screams ‘we need to fix our perceived culture’ due to the unexpected departures from our team 🙈 #ssntrade #SSNSignings https://t.co/2MFO8J1jhy,1446358079327518732,2,1,16,1,1446358079327518732,en,,"['ssntrade', 'SSNSignings']",AtkinsonDRose
https://twitter.com/overathirdpod/status/1446356769723150338,2021-10-08 06:08:20+00:00,"💜 Signing announcement 💜
The @FirebirdsQld have announced that former England captain Eboni Usoro-Brown (@EboniBChambers) has signed with the club for next season. #SSNTrade #SSNSignings
Stay up to date with the @innersanctum_au off season hub: https://t.co/7vvIK9aeaO https://t.co/iAb6GT3YIz","💜 Signing announcement 💜
The @FirebirdsQld have announced that former England captain Eboni Usoro-Brown (@EboniBChambers) has signed with the club for next season. #SSNTrade #SSNSignings
Stay up to date with the @innersanctum_au off season hub: theinnersanctum.com.au/ssn-off-season… https://t.co/iAb6GT3YIz",1446356769723150338,0,1,6,0,1446356769723150338,en,['https://www.theinnersanctum.com.au/ssn-off-season-hub/'],"['SSNTrade', 'SSNSignings']",overathirdpod
